year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.5055239984794753,5.470724600309039,17.974992319723242
2023,693,693,0,100.0,2.4984310002764687,4.734990199358429,8.11835360007539
2024,808,808,0,100.0,2.496975500434928,5.48066979908981,17.98083215884617
2025,974,974,0,100.0,2.5105615004576975,4.4754190993444345,13.222457150295657
