year,rows,positive_rows,prevalence,raw_brier,calibrated_brier,raw_ece,calibrated_ece,raw_mce,calibrated_mce,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,mean_constrained_threshold,fallback_rows
2022,20114,526,0.026150939644029033,0.031514677318264864,0.025604123915789492,0.030443110172678818,0.005013785494413467,0.6418163906782866,0.8473957808272305,0.11981704285572238,0.04024896265560166,0.1844106463878327,0.06607629427792916,0.35453415531470617,4320
2023,29907,1600,0.05349918079379409,0.06821193223116091,0.048775757725933566,0.07249908549197366,0.021079283056879596,0.49693817875199153,0.5474308513664912,0.0026415220516935833,0.6582278481012658,0.0325,0.06194163192376415,0.7438900591834687,957
2024,33239,2613,0.07861247329943741,0.15603482332344093,0.06056085547145691,0.2523529264364075,0.015004297855287186,0.5249696321563387,0.1653200383943414,0.0034898763500707,0.8103448275862069,0.035973976272483735,0.06888970318798095,0.8233328319143176,0
2025,39869,3512,0.08808848980410845,0.1948344931226248,0.06671843515463374,0.3153006091157688,0.016879432555380356,0.5338315864067862,0.14448020334240952,0.0029596929945571748,0.8220338983050848,0.027619589977220957,0.0534435261707989,0.8194910832978003,0
