statistic,heuristic_proxy_ms,ml_total_ms,ml_added_overhead_ms,ml_overhead_share
p50,0.058754999372467864,2.509594000002835,2.446037499794329,0.9746745887149738
p95,0.06453940045503259,4.513256050131528,4.445614599262624,0.9850127158491412
p99,0.07491260926144602,9.663154109657613,9.595044219195172,0.9929515880954056
mean,0.05938576609616452,2.8581753271162413,2.794183121022181,0.9776108185222404
