year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.498556999853463,4.111881599601475,9.2406874799235
2023,693,693,0,100.0,2.501551999557705,4.677182799969159,12.174108199760708
2024,808,808,0,100.0,2.5153834999400715,4.48135940036991,8.940267220150375
2025,974,974,0,100.0,2.514108500236034,4.63480769999478,7.020637659961717
