policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,123129,2723,340,2383,112495,7911,0.022115017583185115,0.12486228424531766,0.04120712640892013,0.061964643703298704
fixed_threshold_0.10,0.1,123129,14518,3903,10615,104263,4348,0.11790885981369133,0.2688386830141893,0.4730335716882802,0.3428345557556327
fixed_threshold_0.50,0.5,123129,982,666,316,114562,7585,0.007975375419275718,0.6782077393075356,0.08071748878923767,0.14426513592548468
