fold,rows,positive_rows,prevalence,mean_constrained_threshold,min_constrained_threshold,max_constrained_threshold,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,fallback_rows,calibrated_score_q90
1,1214,129,0.10626029654036244,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.04296875
2,957,60,0.06269592476489028,0.08,0.08,0.08,0.013584117032392894,0.46153846153846156,0.1,0.16438356164383564,957,0.0536332179930795
3,1206,27,0.022388059701492536,0.13,0.13,0.13,0.013266998341625208,0.5,0.2962962962962963,0.37209302325581395,0,0.0324483775811209
4,1110,57,0.051351351351351354,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0355239786856127
5,1316,61,0.04635258358662614,0.2800000000000001,0.28,0.28,0.0007598784194528875,1.0,0.01639344262295082,0.03225806451612903,0,0.0673076923076923
6,1717,56,0.032615026208503206,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0355731225296442
7,1554,105,0.06756756756756757,0.5,0.5,0.5,0.0,,0.0,,0,0.0555555555555555
8,1487,69,0.04640215198386012,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0826086956521739
9,1583,111,0.07012002526847758,0.5999999999999999,0.6,0.6,0.0,,0.0,,0,0.0901287553648068
10,1146,60,0.05235602094240838,0.39999999999999997,0.4,0.4,0.006108202443280977,0.42857142857142855,0.05,0.08955223880597016,0,0.0811965811965812
11,1553,101,0.06503541532517708,0.66,0.66,0.66,0.0,,0.0,,0,0.0791896869244935
12,938,83,0.08848614072494669,0.99,0.99,0.99,0.0,,0.0,,0,0.1428571428571428
13,1596,110,0.06892230576441102,0.42,0.42,0.42,0.0,,0.0,,0,0.0497076023391812
14,1168,72,0.06164383561643835,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0485436893203883
15,1231,44,0.03574329813160033,0.99,0.99,0.99,0.0,,0.0,,0,0.062135922330097
16,934,38,0.04068522483940043,0.75,0.75,0.75,0.0,,0.0,,0,0.0352771778257739
17,944,26,0.02754237288135593,0.5,0.5,0.5,0.0,,0.0,,0,0.0343601895734597
18,1197,94,0.0785296574770259,0.8699999999999999,0.87,0.87,0.0,,0.0,,0,0.0794297352342158
19,1579,66,0.04179860671310956,0.99,0.99,0.99,0.0,,0.0,,0,0.0381136950904392
20,1456,78,0.05357142857142857,0.99,0.99,0.99,0.0,,0.0,,0,0.0398648648648648
21,1297,95,0.07324595219737856,0.99,0.99,0.99,0.007710100231303007,0.5,0.05263157894736842,0.09523809523809525,0,0.1760797342192691
22,877,18,0.020524515393386546,0.75,0.75,0.75,0.011402508551881414,1.0,0.5555555555555556,0.7142857142857143,0,0.0511538461538461
23,1057,22,0.020813623462630087,0.9900000000000001,0.99,0.99,0.020813623462630087,0.8636363636363636,0.8636363636363636,0.8636363636363636,0,0.0350318471337579
24,790,18,0.02278481012658228,0.99,0.99,0.99,0.0,,0.0,,0,0.052219321148825
25,1274,195,0.15306122448979592,0.99,0.99,0.99,0.01020408163265306,0.6153846153846154,0.041025641025641026,0.07692307692307693,0,0.2058823529411764
