protocol,year,score_type,pr_auc_ap,pr_auc_trapz,prevalence,n_rows,n_positive
ml_pretrain,overall,raw_proba,0.34619539490942997,0.34613854268512906,0.07498907926030189,103015,7725
ml_pretrain,overall,calibrated_proba,0.33646200546251914,0.33757195814032254,0.07498907926030189,103015,7725
ml_pretrain,2023,raw_proba,0.18043722161236478,0.18021336575910046,0.05349918079379409,29907,1600
ml_pretrain,2023,calibrated_proba,0.15851081525665645,0.16141153089249882,0.05349918079379409,29907,1600
ml_pretrain,2024,raw_proba,0.3843476521360258,0.38418696021860094,0.07861247329943741,33239,2613
ml_pretrain,2024,calibrated_proba,0.3662403446815572,0.36833363788141965,0.07861247329943741,33239,2613
ml_pretrain,2025,raw_proba,0.3930548123730663,0.3929351982760649,0.08808848980410845,39869,3512
ml_pretrain,2025,calibrated_proba,0.38614184820394704,0.3868557962382573,0.08808848980410845,39869,3512
ml_racewise,overall,raw_proba,0.33013471381393733,0.3300808882889931,0.06701102096175555,123129,8251
ml_racewise,overall,calibrated_proba,0.31714122971224645,0.31834806753430483,0.06701102096175555,123129,8251
ml_racewise,2022,raw_proba,0.07030327864189338,0.06980106887408144,0.026150939644029033,20114,526
ml_racewise,2022,calibrated_proba,0.0640549744146891,0.06489210408191877,0.026150939644029033,20114,526
ml_racewise,2023,raw_proba,0.18043722161236478,0.18021336575910046,0.05349918079379409,29907,1600
ml_racewise,2023,calibrated_proba,0.15851081525665645,0.16141153089249882,0.05349918079379409,29907,1600
ml_racewise,2024,raw_proba,0.3843476521360258,0.38418696021860094,0.07861247329943741,33239,2613
ml_racewise,2024,calibrated_proba,0.3662403446815572,0.36833363788141965,0.07861247329943741,33239,2613
ml_racewise,2025,raw_proba,0.3930548123730663,0.3929351982760649,0.08808848980410845,39869,3512
ml_racewise,2025,calibrated_proba,0.38614184820394704,0.3868557962382573,0.08808848980410845,39869,3512
