scope,score_type,bin_index,bin_lower,bin_upper,count,weight,mean_pred,observed_rate,abs_gap
overall,raw,0,0.0,0.1,32165,0.31223608212396253,0.03726933746518383,0.0252137416446448,0.012055595820539028
overall,raw,1,0.1,0.2,14930,0.14493034994903656,0.14739350031385148,0.03422638981915606,0.11316711049469542
overall,raw,2,0.2,0.30000000000000004,11833,0.11486676697568315,0.2483701648634989,0.039296881602298654,0.20907328326120023
overall,raw,3,0.30000000000000004,0.4,10239,0.09939329223899432,0.3486789797785366,0.04717257544682098,0.30150640433171566
overall,raw,4,0.4,0.5,8786,0.0852885502111343,0.44921774926135133,0.05781925791031186,0.3913984913510395
overall,raw,5,0.5,0.6000000000000001,7877,0.07646459253506771,0.548576448787601,0.08150311032118827,0.46707333846641275
overall,raw,6,0.6000000000000001,0.7000000000000001,6868,0.06666990244139204,0.6490359717701227,0.12798485730926035,0.5210511144608624
overall,raw,7,0.7000000000000001,0.8,5761,0.05592389457845945,0.7480010553131375,0.21888561013712898,0.5291154451760085
overall,raw,8,0.8,0.9,3750,0.03640246566034073,0.8438970679283142,0.42106666666666664,0.42283040126164756
overall,raw,9,0.9,1.0,806,0.007824103285929234,0.9231720245801486,0.7270471464019851,0.1961248781781635
overall,calibrated,0,0.0,0.1,89505,0.8688540503810125,0.0320061871605594,0.043707055471761354,0.011700868311201956
overall,calibrated,1,0.1,0.2,7955,0.0772217638208028,0.1415311395256376,0.17950974230043998,0.03797860277480239
overall,calibrated,2,0.2,0.30000000000000004,2664,0.025860311605106052,0.24036498722504424,0.3033033033033033,0.06293831607825906
overall,calibrated,3,0.30000000000000004,0.4,1363,0.013231082852011843,0.34097266609251975,0.43800440205429203,0.09703173596177228
overall,calibrated,4,0.4,0.5,559,0.005426394214434791,0.44457931382713656,0.5652951699463328,0.12071585611919622
overall,calibrated,5,0.5,0.6000000000000001,382,0.0037081978352667085,0.5438993415893058,0.6073298429319371,0.0634305013426314
overall,calibrated,6,0.6000000000000001,0.7000000000000001,268,0.002601562879192351,0.64303884124456,0.6567164179104478,0.013677576665887758
overall,calibrated,7,0.7000000000000001,0.8,113,0.0010969276318982671,0.7533321613291917,0.7522123893805309,0.0011197719486607527
overall,calibrated,8,0.8,0.9,81,0.0007862932582633597,0.8378526396629457,0.8765432098765432,0.038690570213597564
overall,calibrated,9,0.9,1.0,125,0.0012134155220113576,0.9696895441327861,0.8,0.16968954413278603
