dataset_csv,predictions_file,seed,test_size,min_f1_gain,rows_aligned,rows_used,n_test_rows,n_test_positive,prevalence_test,pr_auc_ap,pr_auc_trapz,best_f1_threshold,best_f1,best_f1_precision,best_f1_recall,selected_surrogate_id,selected_surrogate_family,selection_reason,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy
data_lake/reports/no_source_year_drop_medium_track_agnostic_v1/moa_dataset_2022_2025_no_source_year_drop_medium_track_agnostic_v1.csv,data_lake/reports/no_source_year_drop_medium_track_agnostic_v1/moa_arf_predictions_2022_2025_no_source_year_drop_medium_track_agnostic_v1.pred,42,0.2,0.01,124136,122834,24567,1450,0.05902226564090039,0.2004718388584207,0.19974186932617666,0.6033196579818861,0.27498460906996985,0.19573473561203622,0.46206896551724136,rf_300_d12,RandomForestClassifier,selected top-ranked candidate by F1 (gain=0.020126 >= min_f1_gain=0.010000),0.7360280050474214,0.23965294876304374,0.14437067382398644,0.7048275862068966,0.7214063094334219
