policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,103015,313,243,70,95220,7482,0.0030383924671164393,0.7763578274760383,0.03145631067961165,0.060462801691963185
fixed_threshold_0.10,0.1,103015,13510,3813,9697,85593,3912,0.13114594961898754,0.2822353811991118,0.4935922330097087,0.35912408759124087
fixed_threshold_0.50,0.5,103015,969,664,305,94985,7061,0.009406397126632044,0.6852425180598555,0.08595469255663431,0.1527490223142397
