threshold,net_benefit_model,net_benefit_all,net_benefit_none,protocol,score_type
0.01,0.06513075226369407,0.06564553460636555,0.0,ml_pretrain,raw_proba
0.02,0.05634923386429755,0.05611130536765499,0.0,ml_pretrain,raw_proba
0.03,0.048112500881915404,0.04638049408278545,0.0,ml_pretrain,raw_proba
0.04,0.04026193596401819,0.036446957562814464,0.0,ml_pretrain,raw_proba
0.05,0.03259821640691059,0.02630429395821251,0.0,ml_pretrain,raw_proba
0.060000000000000005,0.025420383934998098,0.015945829000321148,0.0,ml_pretrain,raw_proba
0.06999999999999999,0.018410723148680204,0.005364601355163326,0.0,ml_pretrain,raw_proba
0.08,0.011323804680196427,-0.005446652977932731,0.0,ml_pretrain,raw_proba
0.09,0.004686610773103034,-0.016495517296371554,0.0,ml_pretrain,raw_proba
0.09999999999999999,-0.0018443915934572702,-0.0277899119329979,0.0,ml_pretrain,raw_proba
0.11,-0.008131356456761232,-0.03933811319067203,0.0,ml_pretrain,raw_proba
0.12,-0.014392873059086708,-0.05114877356783874,0.0,ml_pretrain,raw_proba
0.13,-0.020329145236632762,-0.06323094337896336,0.0,ml_pretrain,raw_proba
0.14,-0.02607703326113041,-0.07559409388336992,0.0,ml_pretrain,raw_proba
0.15000000000000002,-0.03170583381632032,-0.08824814204670371,0.0,ml_pretrain,raw_proba
0.16,-0.037238682300081136,-0.1012034770710692,0.0,ml_pretrain,raw_proba
0.17,-0.04271807416044805,-0.11447098884300981,0.0,ml_pretrain,raw_proba
0.18000000000000002,-0.047812123027311915,-0.1280620984630465,0.0,ml_pretrain,raw_proba
0.19,-0.052903598481103375,-0.14198879103666434,0.0,ml_pretrain,raw_proba
0.2,-0.05801339610736301,-0.15626365092462263,0.0,ml_pretrain,raw_proba
0.21000000000000002,-0.06293504018402139,-0.17089989967050395,0.0,ml_pretrain,raw_proba
0.22,-0.06762022458765654,-0.18591143684576678,0.0,ml_pretrain,raw_proba
0.23,-0.07218744464776594,-0.20131288407753,0.0,ml_pretrain,raw_proba
0.24000000000000002,-0.07690142212299181,-0.21711963255223438,0.0,ml_pretrain,raw_proba
0.25,-0.08105615687035866,-0.23334789431959746,0.0,ml_pretrain,raw_proba
0.26,-0.08547508825138297,-0.2500147577563488,0.0,ml_pretrain,raw_proba
0.27,-0.08964128777628474,-0.2671382475886276,0.0,ml_pretrain,raw_proba
0.28,-0.09363145604469683,-0.2847373899162474,0.0,ml_pretrain,raw_proba
0.29000000000000004,-0.09740889642080022,-0.3028322827319692,0.0,ml_pretrain,raw_proba
0.3,-0.10106849903966827,-0.32144417248528306,0.0,ml_pretrain,raw_proba
0.31,-0.10433235064261784,-0.34059553730391035,0.0,ml_pretrain,raw_proba
0.32,-0.1080893416435642,-0.36031017755837963,0.0,ml_pretrain,raw_proba
0.33,-0.11123289536880954,-0.3806133145368629,0.0,ml_pretrain,raw_proba
0.34,-0.11449082878486365,-0.4015316980904518,0.0,ml_pretrain,raw_proba
0.35000000000000003,-0.11758855133121018,-0.42309372421492025,0.0,ml_pretrain,raw_proba
0.36000000000000004,-0.12039690821724994,-0.4453295636557784,0.0,ml_pretrain,raw_proba
0.37,-0.12324387957062813,-0.46827130276142565,0.0,ml_pretrain,raw_proba
0.38,-0.12590493398236713,-0.491953097967255,0.0,ml_pretrain,raw_proba
0.39,-0.1285464555137999,-0.5164113454749151,0.0,ml_pretrain,raw_proba
0.4,-0.13079325017392293,-0.541684867899497,0.0,ml_pretrain,raw_proba
0.41000000000000003,-0.13310584191704844,-0.5678151198977935,0.0,ml_pretrain,raw_proba
0.42000000000000004,-0.13541683752115113,-0.5948464150684452,0.0,ml_pretrain,raw_proba
0.43,-0.13732815268769408,-0.6228261767363125,0.0,ml_pretrain,raw_proba
0.44,-0.1391454781203847,-0.6518052156066039,0.0,ml_pretrain,raw_proba
0.45,-0.1411903826891935,-0.681838037708542,0.0,ml_pretrain,raw_proba
0.46,-0.14293567459611242,-0.7129831865549966,0.0,ml_pretrain,raw_proba
0.47000000000000003,-0.14423142260835803,-0.7453036240371663,0.0,ml_pretrain,raw_proba
0.48000000000000004,-0.1454396111096592,-0.7788671552686504,0.0,ml_pretrain,raw_proba
