statistic,heuristic_proxy_ms,ml_total_ms,ml_added_overhead_ms,ml_overhead_share
p50,0.058408500080986414,2.5021974988703732,2.439051500914502,0.9747637834406042
p95,0.06484205059678061,4.949188050159129,4.877220801063228,0.9854587765979943
p99,0.08493989013004451,16.100492939858654,15.949914760767554,0.9906476044147489
mean,0.0596113928900272,2.971639955245275,2.907428074889186,0.9783917697557041
