scope,score_type,bin_index,bin_lower,bin_upper,count,weight,mean_pred,observed_rate,abs_gap
overall,raw,0,0.0,0.1,49990,0.40599696253522727,0.027836091879696892,0.02334466893378676,0.004491422945910133
overall,raw,1,0.1,0.2,15930,0.12937650756523647,0.1471638248797228,0.0354676710608914,0.11169615381883138
overall,raw,2,0.2,0.30000000000000004,12369,0.1004556197159077,0.2482245841244794,0.040827876141967825,0.20739670798251159
overall,raw,3,0.30000000000000004,0.4,10564,0.0857961974839396,0.348511127634443,0.048087845513063235,0.30042328212137975
overall,raw,4,0.4,0.5,8974,0.07288291141810621,0.4491538032607084,0.05861377312235347,0.3905400301383549
overall,raw,5,0.5,0.6000000000000001,8004,0.0650049947615915,0.5486130278551954,0.08270864567716142,0.465904382178034
overall,raw,6,0.6000000000000001,0.7000000000000001,6934,0.056314921748735064,0.6489810822657834,0.12763195846553216,0.5213491238002512
overall,raw,7,0.7000000000000001,0.8,5793,0.047048217722876005,0.7479323673676317,0.2181943725185569,0.5297379948490748
overall,raw,8,0.8,0.9,3765,0.030577686816265867,0.8438942307811651,0.4204515272244356,0.4234427035567295
overall,raw,9,0.9,1.0,806,0.006545980232114287,0.9231720245801486,0.7270471464019851,0.1961248781781635
overall,calibrated,0,0.0,0.1,108611,0.8820911401863086,0.03069377466436892,0.04003277752713814,0.009339002862769216
overall,calibrated,1,0.1,0.2,8828,0.0716971631378473,0.14065302350188905,0.16946080652469417,0.028807783022805122
overall,calibrated,2,0.2,0.30000000000000004,2770,0.022496731070665726,0.24049147397128415,0.2985559566787004,0.05806448270741624
overall,calibrated,3,0.30000000000000004,0.4,1376,0.011175271463262108,0.3409307731715875,0.43459302325581395,0.09366225008422646
overall,calibrated,4,0.4,0.5,562,0.0045643187226404825,0.44467550061382927,0.5622775800711743,0.11760207945734508
overall,calibrated,5,0.5,0.6000000000000001,386,0.0031349235354790504,0.5434444261324218,0.6036269430051814,0.06018251687275955
overall,calibrated,6,0.6000000000000001,0.7000000000000001,268,0.0021765790349958175,0.64303884124456,0.6567164179104478,0.013677576665887758
overall,calibrated,7,0.7000000000000001,0.8,114,0.0009258582462295641,0.7532069483418135,0.7456140350877193,0.007592913254094169
overall,calibrated,8,0.8,0.9,82,0.0006659682122002128,0.837539149245081,0.8658536585365854,0.028314509291504364
overall,calibrated,9,0.9,1.0,132,0.0010720463903710743,0.970780026381734,0.7651515151515151,0.20562851123021886
