status,exit_code,started_at_utc,finished_at_utc,duration_sec,input_arff,moa_jar,seed,sample_frequency,instance_limit,class_index,learning_curve_output,stdout_output,stderr_output,predictions_output,final_learning evaluation instances,final_evaluation time (cpu seconds),final_model cost (RAM-Hours),final_classified instances,final_classifications correct (percent),final_Kappa Statistic (percent),final_Kappa Temporal Statistic (percent),final_Kappa M Statistic (percent),final_model training instances,final_model serialized size (bytes),final_ensemble size,final_change detections,final_[avg] model training instances,final_[err] model training instances,final_[avg] model serialized size (bytes),final_[err] model serialized size (bytes),final_[avg] tree size (nodes),final_[err] tree size (nodes),final_[avg] tree size (leaves),final_[err] tree size (leaves),final_[avg] active learning leaves,final_[err] active learning leaves,final_[avg] tree depth,final_[err] tree depth,final_[avg] active leaf byte size estimate,final_[err] active leaf byte size estimate,final_[avg] inactive leaf byte size estimate,final_[err] inactive leaf byte size estimate,final_[avg] byte size estimate overhead,final_[err] byte size estimate overhead
SUCCESS,0,2026-04-30T19:31:02.307096+00:00,2026-04-30T19:31:31.413960+00:00,29.106864,data_lake/reports/no_source_year/moa_dataset_2022_2025_no_source_year.arff,data_lake/tools/moa.jar,42,1000,-1,-1,data_lake/reports/no_source_year/moa_arf_learning_curve_2022_2025_no_source_year.csv,data_lake/reports/no_source_year/moa_arf_stdout_2022_2025_no_source_year.txt,data_lake/reports/no_source_year/moa_arf_stderr_2022_2025_no_source_year.txt,data_lake/reports/no_source_year/moa_arf_predictions_2022_2025_no_source_year.pred,124136.0,27.613227518,-7.143561707085208e-12,124136.0,89.41644647805632,16.993182721138815,-52.60773609013839,-58.36547733847642,124136.0,-1.0,42.0,3440.0,11990365.23809524,43144621.98534286,-1854.928571428572,4498.912515713305,529.8333333333333,1285.4050119380456,265.40476190476187,642.7075373086553,265.40476190476187,642.7075373086553,12.666666666666664,7.627506918293675,0.0,0.0,0.0,0.0,1.0,0.0
