protocol,score_type,bin_index,count,mean_pred,observed_rate,bin_lower,bin_upper
ml_pretrain,raw_proba,0.0,10302.0,0.007319976057144769,0.020869734032226753,0.0,0.015554951876401884
ml_pretrain,raw_proba,1.0,10301.0,0.02882674426175255,0.02456072225997476,0.015554951876401884,0.04506352841854089
ml_pretrain,raw_proba,2.0,10302.0,0.06612476717570036,0.029897107357794602,0.04506352841854089,0.08960863649845117
ml_pretrain,raw_proba,3.0,10301.0,0.11844885677935343,0.03795747985632463,0.08960863649845117,0.1505271792411804
ml_pretrain,raw_proba,4.0,10301.0,0.18750446587265748,0.03494806329482574,0.1505271792411804,0.2262282371520996
ml_pretrain,raw_proba,5.0,10302.0,0.2693568990010587,0.04086585129101145,0.2262282371520996,0.31496925950050353
ml_pretrain,raw_proba,6.0,10301.0,0.36372341756773924,0.038539947577905055,0.31496925950050353,0.41581563353538514
ml_pretrain,raw_proba,7.0,10302.0,0.47274943763851957,0.04960201902543195,0.41581563353538514,0.5350757598876956
ml_pretrain,raw_proba,8.0,10301.0,0.6079076803051121,0.09309775749927192,0.5350757598876956,0.6881264925003052
ml_pretrain,raw_proba,9.0,10302.0,0.7955038127297916,0.3795379537953795,0.6881264925003052,1.0
ml_pretrain,calibrated_proba,0.0,10289.0,0.0069510309696538385,0.018757896782972107,0.0,0.010752688172043
ml_pretrain,calibrated_proba,1.0,10093.0,0.013012003169215481,0.02447240661844843,0.010752688172043,0.0152801358234295
ml_pretrain,calibrated_proba,2.0,10216.0,0.016221361738375226,0.025548159749412686,0.0152801358234295,0.0176268271711092
ml_pretrain,calibrated_proba,3.0,10448.0,0.019972757154570513,0.02804364471669219,0.0176268271711092,0.0224432542718694
ml_pretrain,calibrated_proba,4.0,10374.0,0.02473835526769627,0.03634085213032581,0.0224432542718694,0.0269587194608256
ml_pretrain,calibrated_proba,5.0,10250.0,0.0296771005064441,0.03307317073170732,0.0269587194608256,0.032233307751343
ml_pretrain,calibrated_proba,6.0,10392.0,0.0356669888856393,0.04397613548883757,0.032233307751343,0.0404738400789733
ml_pretrain,calibrated_proba,7.0,10285.0,0.04632020114673047,0.06174039863879436,0.0404738400789733,0.0526315789473684
ml_pretrain,calibrated_proba,8.0,10361.0,0.06800787660596132,0.1053952321204517,0.0526315789473684,0.099009900990099
ml_pretrain,calibrated_proba,9.0,10307.0,0.286621191231601,0.37168914330066943,0.099009900990099,1.0
ml_racewise,raw_proba,0.0,12313.0,0.0009757356518195113,0.013238041094777877,0.0,0.0031358045525848605
ml_racewise,raw_proba,1.0,12313.0,0.008624429682303378,0.021684398603102412,0.0031358045525848605,0.015930682048201562
ml_racewise,raw_proba,2.0,12313.0,0.028949908990390818,0.027207016973929993,0.015930682048201562,0.045401152223348604
ml_racewise,raw_proba,3.0,12313.0,0.06811704352276585,0.03256720539267441,0.045401152223348604,0.09421681463718415
ml_racewise,raw_proba,4.0,12312.0,0.12754298781139786,0.03663092917478882,0.09421681463718415,0.1648469120264053
ml_racewise,raw_proba,5.0,12313.0,0.2083228806094694,0.04020141314058313,0.1648469120264053,0.2544498026371002
ml_racewise,raw_proba,6.0,12313.0,0.30631528542197267,0.04020141314058313,0.2544498026371002,0.36105612516403207
ml_racewise,raw_proba,7.0,12313.0,0.4224598328646856,0.04345001218224641,0.36105612516403207,0.4884822785854339
ml_racewise,raw_proba,8.0,12313.0,0.568384283366196,0.07601721757492082,0.4884822785854339,0.6552177786827086
ml_racewise,raw_proba,9.0,12313.0,0.7758446932032621,0.338910095021522,0.6552177786827086,1.0
ml_racewise,calibrated_proba,0.0,12239.0,0.004071648580421334,0.013971729716480105,0.0,0.0088495575221238
ml_racewise,calibrated_proba,1.0,12322.0,0.011295903348114204,0.019396201915273494,0.0088495575221238,0.0138084632516703
ml_racewise,calibrated_proba,2.0,12068.0,0.015617537631922236,0.023533311236327476,0.0138084632516703,0.0168932038834951
ml_racewise,calibrated_proba,3.0,12181.0,0.01918311861676565,0.02725556194072736,0.0168932038834951,0.0210993146082515
ml_racewise,calibrated_proba,4.0,12634.0,0.02361107494483442,0.0337185372803546,0.0210993146082515,0.026389444222311
ml_racewise,calibrated_proba,5.0,12246.0,0.029005336914336446,0.03388861669116446,0.026389444222311,0.0318152102854652
ml_racewise,calibrated_proba,6.0,12480.0,0.035094207041167155,0.042548076923076925,0.0318152102854652,0.0394736842105263
ml_racewise,calibrated_proba,7.0,12226.0,0.045577402710329305,0.05660068706036316,0.0394736842105263,0.0519399249061326
ml_racewise,calibrated_proba,8.0,12409.0,0.0644844664134977,0.0875977113385446,0.0519399249061326,0.0915300546448087
ml_racewise,calibrated_proba,9.0,12324.0,0.25894697004712064,0.3305744888023369,0.0915300546448087,1.0
