policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,103015,495,405,90,95200,7320,0.004805125467164976,0.8181818181818182,0.05242718446601942,0.09854014598540146
fixed_threshold_0.10,0.1,103015,10204,3824,6380,88910,3901,0.09905353589283114,0.3747549980399843,0.4950161812297735,0.4265714763790507
fixed_threshold_0.50,0.5,103015,1596,1199,397,94893,6526,0.015492889385041014,0.7512531328320802,0.15521035598705502,0.257268533419161
