year,sde_actionable,sde_scored,sde_excluded,sde_tp,sde_fp,sde_precision,ml_actionable,ml_scored,ml_excluded,ml_tp,ml_fp,ml_precision,delta_precision_ml_minus_sde,delta_scored_ml_minus_sde,delta_actionable_ml_minus_sde,ml_vs_sde_scored_ratio,ml_vs_sde_actionable_ratio
2022,1398,155,1243,100,55,0.6451612903225806,1500,72,1428,48,24,0.6666666666666666,0.021505376344086002,-83,102,0.4645161290322581,1.0729613733905579
2023,1572,226,1346,163,63,0.7212389380530974,110,49,61,47,2,0.9591836734693877,0.23794473541629035,-177,-1462,0.2168141592920354,0.06997455470737914
2024,1647,299,1348,227,72,0.7591973244147158,162,106,56,101,5,0.9528301886792453,0.19363286426452953,-193,-1485,0.35451505016722407,0.09836065573770492
2025,1706,340,1366,259,81,0.7617647058823529,223,156,67,152,4,0.9743589743589743,0.21259426847662144,-184,-1483,0.4588235294117647,0.13071512309495897
