metric_group,protocol,score_type,ece,mce,rows,prevalence,n_points,best_net_benefit,best_threshold,mean_precision,std_precision,mean_coverage,std_coverage,n_races
batch_calibration,ml_pretrain,raw_proba,0.21946908824320271,0.5148099228058401,103015.0,,,,,,,,,
batch_calibration,ml_pretrain,calibrated_proba,0.020201359739123907,0.08506795206906842,103015.0,,,,,,,,,
batch_calibration,ml_racewise,raw_proba,0.18960819031566187,0.49236706579127515,123129.0,,,,,,,,,
batch_calibration,ml_racewise,calibrated_proba,0.01624052864275547,0.07162751875521628,123129.0,,,,,,,,,
moa_surrogate_calibration,moa_surrogate,y_score,0.3043612379336582,0.45745228298578045,24637.0,,,,,,,,,
batch_pr_gain,ml_pretrain,raw_proba,,,,0.07498907926030189,102849.0,,,,,,,
batch_pr_gain,ml_pretrain,calibrated_proba,,,,0.07498907926030189,1826.0,,,,,,,
batch_pr_gain,ml_racewise,raw_proba,,,,0.06701102096175555,122922.0,,,,,,,
batch_pr_gain,ml_racewise,calibrated_proba,,,,0.06701102096175555,4182.0,,,,,,,
batch_decision_curve,ml_pretrain,raw_proba,,,,,,0.06483002132179436,0.01,,,,,
batch_decision_curve,ml_pretrain,calibrated_proba,,,,,,0.06494739169592346,0.01,,,,,
batch_decision_curve,ml_racewise,raw_proba,,,,,,0.05645955120896036,0.01,,,,,
batch_decision_curve,ml_racewise,calibrated_proba,,,,,,0.05703002952229374,0.01,,,,,
moa_surrogate_decision_curve,moa_surrogate,y_score,,,,,,0.048284525655958865,0.01,,,,,
temporal_drift,Batch ML,comparator,,,,,,,,0.9722222222222223,0.0744762883715645,0.727257023787636,0.24546527952458871,49.0
temporal_drift,MOA,comparator,,,,,,,,0.8475222096432726,0.23006232820343417,0.24384259307374356,0.11603097359721644,94.0
temporal_drift,SDE,comparator,,,,,,,,0.7332782223813278,0.14226949618281481,0.16253218587301585,0.11059509133045584,96.0
