config_id,max_depth,learning_rate,n_estimators,max_delta_step,subsample,colsample_bytree,scale_pos_weight_mode,scale_pos_weight_label,scale_pos_weight_fixed,mean_effective_scale_pos_weight,mean_pr_auc,mean_pr_auc_raw,mean_pr_auc_calibrated,mean_test_prevalence,mean_pr_auc_lift_raw,mean_pr_auc_lift_calibrated,std_pr_auc,mean_baseline_f1,mean_baseline_precision,mean_baseline_recall,mean_unconstrained_f1,mean_unconstrained_precision,mean_unconstrained_recall,mean_unconstrained_threshold,mean_constrained_f1,mean_constrained_precision,mean_constrained_recall,mean_constrained_threshold,mean_constrained_margin_to_floor,mean_precision_floor_reachable_ratio,precision_floor_reachable_folds,mean_constrained_utility,calibration_mix,fallback_folds,total_folds,fallback_rate,mean_brier
1,6,0.05,400,1,0.7,0.8,fixed,30.000000,30.0,30.0,0.35131413826995406,0.35131413826995406,0.32571922590470503,0.06249195395784477,0.28882218431210915,0.26322727194686024,0.22938104278615057,0.15869697880937123,0.5858110488454561,0.1089252901896939,0.32129159720240535,0.44989298608327427,0.3541056384074081,0.12978947368421054,0.0786188818965156,0.4809856857958094,0.06788744449054111,0.7200000000000001,0.3809856857958093,0.8034024455077086,92,-26.16842105263158,"isotonic:93,sigmoid:2",3,95,0.031578947368421054,0.048331575187708066
