dataset_csv,predictions_file,rows_aligned,rows_used,unknown_prediction_rows,known_positive_rate,sample_rows,fidelity_accuracy,fidelity_f1,selected_surrogate_id,selected_surrogate_family,selected_supports_tree_shap,surrogate_selection_reason,surrogate_min_f1_gain,notes
data_lake/reports/no_source_year/moa_dataset_2022_2025_no_source_year.csv,data_lake/reports/no_source_year/moa_arf_predictions_2022_2025_no_source_year.pred,124136,123184,952,0.057791596311209247,5000,0.7517960790680683,0.2322661644695543,rf_300_d12,RandomForestClassifier,1,selected top-ranked candidate by F1 (gain=0.024237 >= min_f1_gain=0.010000),0.01,"SHAP is computed on a selected surrogate fitted to MOA predictions, not on MOA internals"
