learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.326745979,-8.452941844653753E-14,1000.0,91.5,14.517021169608366,-80.851063829787,-88.88888888888864,1000.0,-1.0,42.0,24.0,2276.5714285714284,2357.085614129129,-7.595238095238095,6.659156629416276,2.023809523809523,1.9061913915896533,1.5,0.969032708552143,1.5,0.969032708552143,0.476190476190476,0.8333914033193508,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.469089898,-1.2135389209207563E-13,2000.0,92.35,14.073666386797676,-109.58904109589058,-115.49295774647905,2000.0,-1.0,42.0,51.0,6187.7380952380945,9821.42527051787,-11.5,12.785758082964717,3.142857142857143,3.653073737989919,2.071428571428571,1.8265368689949593,2.071428571428571,1.8265368689949593,0.8571428571428571,1.3356541938074915,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.577680061,-1.4944624492070744E-13,3000.0,93.63333333333334,13.951948245025307,-114.60674157303399,-119.54022988505722,3000.0,-1.0,42.0,78.0,11300.309523809525,27753.474455737487,-16.0952380952381,23.33928910218961,4.452380952380952,6.670657922546197,2.714285714285715,3.3443488139766524,2.714285714285715,3.3443488139766524,1.2619047619047616,1.8748596540583498,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.728218723,-1.8839070444098778E-13,4000.0,94.525,16.914295578341978,-84.0336134453777,-87.17948717948707,4000.0,-1.0,42.0,109.0,20117.571428571428,41440.99042990945,-23.095238095238095,29.06075177699929,6.4523809523809526,8.30574993589845,3.714285714285715,4.163053020676253,3.714285714285715,4.163053020676253,1.8809523809523807,2.2545604833951285,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,0.909395947,-2.352613818624781E-13,5000.0,94.6,18.06233817311779,-86.20689655172413,-90.14084507042284,5000.0,-1.0,42.0,138.0,31684.500000000004,64133.261679652096,-33.761904761904766,41.627740237238456,9.500000000000002,11.896402407614767,5.238095238095237,5.958431303662448,5.238095238095237,5.958431303662448,2.4761904761904763,2.461786930191803,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,1.087327352,-2.8129236358735295E-13,6000.0,94.41666666666667,16.89077214674863,-81.08108108108067,-84.06593406593399,6000.0,-1.0,42.0,165.0,43274.69047619049,81023.14706409613,-43.761904761904745,53.2883593767333,12.35714285714286,15.228057270150927,6.666666666666667,7.624308578540942,6.666666666666667,7.624308578540942,3.0476190476190483,3.0198722388770904,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,1.168915696,-3.0239932652976777E-13,7000.0,94.54285714285714,15.788863722825115,-95.8974358974364,-98.95833333333316,7000.0,-1.0,42.0,192.0,52315.142857142855,98074.35233773863,-47.261904761904766,57.035743830795894,13.357142857142856,16.298767615496953,7.166666666666666,8.159736565172194,7.166666666666666,8.159736565172194,3.214285714285714,3.056665761072494,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,1.310293315,-3.3897381767423617E-13,8000.0,94.575,14.702054176970513,-91.18942731277514,-94.61883408071769,8000.0,-1.0,42.0,223.0,68125.85714285716,135516.34123487253,-55.261904761904766,69.01822294671472,15.642857142857142,19.72224376065522,8.309523809523812,9.871091311002598,8.309523809523812,9.871091311002598,3.5714285714285716,3.29924497750664,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,1.49555256,-3.8690051684776943E-13,9000.0,94.81111111111112,14.093930101523519,-83.13725490196082,-87.55020080321313,9000.0,-1.0,42.0,250.0,89886.16666666666,190314.33167492665,-65.76190476190474,92.1263208923565,18.642857142857142,26.324264452301485,9.80952380952381,13.170991953380147,9.80952380952381,13.170991953380147,3.9047619047619055,3.634586726663061,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,1.659746315,-4.2937755869287583E-13,10000.0,94.98,15.485369877773714,-78.6476868327402,-82.54545454545483,10000.0,-1.0,42.0,276.0,110277.59523809524,218522.14784453376,-76.83333333333333,104.05742239009932,21.80952380952381,29.730692111456946,11.404761904761905,14.865346055728473,11.404761904761905,14.865346055728473,4.404761904761904,3.994261272458237,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,1.80596092,-4.672033815748161E-13,11000.0,95.08181818181818,15.267908464281643,-72.84345047923368,-76.22149837133578,11000.0,-1.0,42.0,302.0,130659.52380952383,278182.8674683947,-85.76190476190479,119.37189470333406,24.357142857142858,34.108736759735734,12.666666666666668,17.063249149699345,12.666666666666668,17.063249149699345,4.61904761904762,4.316459597991362,0.0,0.0,0.0,0.0,1.0,0.0
12000.0,1.964200105,-5.08139971902387E-13,12000.0,95.19166666666666,15.401156013146226,-71.21661721068251,-74.32024169184328,12000.0,-1.0,42.0,331.0,143811.73809523808,322698.15420198604,-91.76190476190477,134.20912140929215,26.07142857142857,38.34782587225669,13.523809523809522,19.18235736071178,13.523809523809522,19.18235736071178,4.642857142857142,4.377444563432339,0.0,0.0,0.0,0.0,1.0,0.0
13000.0,2.065121839,-5.34248496664481E-13,13000.0,95.27692307692308,16.608404685976687,-68.21917808219142,-71.03064066852363,13000.0,-1.0,42.0,358.0,153362.92857142858,332740.77684715536,-94.9285714285714,142.15731458701777,26.976190476190474,40.61868373126331,13.976190476190474,20.31758591291514,13.976190476190474,20.31758591291514,4.7857142857142865,4.425732483322651,0.0,0.0,0.0,0.0,1.0,0.0
14000.0,2.230090354,-5.769259694756733E-13,14000.0,95.27142857142857,16.971781335134665,-65.08728179551086,-67.59493670886049,14000.0,-1.0,42.0,384.0,183760.88095238092,384667.18861216947,-105.83333333333333,158.7702614942715,30.0952380952381,45.36293185550613,15.547619047619051,22.681465927753067,15.547619047619051,22.681465927753067,5.000000000000002,4.643379761526737,0.0,0.0,0.0,0.0,1.0,0.0
15000.0,2.511575964,-6.49746498093009E-13,15000.0,95.24666666666667,16.74591179223526,-60.94808126410848,-65.04629629629596,15000.0,-1.0,42.0,414.0,221147.16666666663,445497.75564680167,-124.42857142857143,184.54970152914032,35.40476190476191,52.73082105340594,18.19047619047619,26.373710205650145,18.19047619047619,26.373710205650145,5.523809523809523,4.993840573161201,0.0,0.0,0.0,0.0,1.0,0.0
16000.0,2.671640922,-6.911554172014197E-13,16000.0,95.1125,16.18362164193543,-64.285714285714,-68.17204301075274,16000.0,-1.0,42.0,440.0,248994.47619047618,484596.1062946276,-133.92857142857142,192.53766091619616,38.11904761904762,55.0131702107034,19.547619047619047,27.515142067110737,19.547619047619047,27.515142067110737,5.690476190476192,5.062960163913054,0.0,0.0,0.0,0.0,1.0,0.0
17000.0,2.807145093,-7.262104431477685E-13,17000.0,95.17058823529412,15.510165264586561,-67.20977596741344,-71.39874739039693,17000.0,-1.0,42.0,466.0,276758.02380952385,568034.1948912758,-142.26190476190476,207.09089079421608,40.499999999999986,59.171206742106186,20.738095238095237,29.594049767634793,20.738095238095237,29.594049767634793,5.738095238095238,5.065712209140037,0.0,0.0,0.0,0.0,1.0,0.0
18000.0,2.976669967,-7.700666492908365E-13,18000.0,95.22222222222221,15.293371394407302,-65.70327552986498,-69.62524654832353,18000.0,-1.0,42.0,494.0,311613.02380952385,703112.7656288624,-153.7619047619047,232.10361537350968,43.78571428571429,66.31761555125593,22.380952380952383,33.16694827094337,22.380952380952383,33.16694827094337,5.904761904761905,5.211663859635465,0.0,0.0,0.0,0.0,1.0,0.0
19000.0,3.110221365,-8.046164914655189E-13,19000.0,95.3736842105263,15.351517509427797,-64.91557223264583,-68.71401151631525,19000.0,-1.0,42.0,525.0,346164.2619047619,785461.122055221,-162.09523809523805,243.37673391455795,46.16666666666668,69.53851947702734,23.571428571428577,34.777440723481384,23.571428571428577,34.777440723481384,5.976190476190477,5.298357293691546,0.0,0.0,0.0,0.0,1.0,0.0
20000.0,3.254182466,-8.418593312510186E-13,20000.0,95.33500000000001,14.99050818455539,-68.10810810810767,-71.82320441988934,20000.0,-1.0,42.0,553.0,378615.2619047618,876625.6297930165,-169.59523809523805,257.4792494148028,48.3095238095238,73.56778460355477,24.64285714285714,36.791980454767206,24.64285714285714,36.791980454767206,6.023809523809525,5.325905832667685,0.0,0.0,0.0,0.0,1.0,0.0
21000.0,3.393404249,-8.778761060804956E-13,21000.0,95.35714285714286,14.699193318915938,-67.81411359724623,-71.35325131810195,21000.0,-1.0,42.0,582.0,412492.61904761905,1005126.3899650353,-179.42857142857142,281.84307542276616,51.11904761904762,80.528801810421,26.047619047619047,40.2722154301972,26.047619047619047,40.2722154301972,6.1190476190476195,5.518051887380496,0.0,0.0,0.0,0.0,1.0,0.0
22000.0,3.587232006,-9.280194854363799E-13,22000.0,94.96363636363637,15.475911258860945,-65.12667660208668,-67.1191553544496,22000.0,-1.0,42.0,611.0,450751.5952380952,1167909.1670114873,-193.92857142857144,321.72260380319784,55.261904761904766,91.92283601831073,28.119047619047624,45.968813596405674,28.119047619047624,45.968813596405674,6.285714285714286,5.64513913192716,0.0,0.0,0.0,0.0,1.0,0.0
