dataset_csv,predictions_file,rows_used,decoded_unknown_prediction_rows,known_positive_rate,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy,selected_surrogate_id,selected_surrogate_family,surrogate_selection_reason,window_count_used,top_features,notes
data_lake/reports/no_source_year/moa_dataset_2022_2025_no_source_year.csv,data_lake/reports/no_source_year/moa_arf_predictions_2022_2025_no_source_year.pred,123184,952,0.057791596311209247,0.7517960790680683,0.2322661644695543,0.14141568567497326,0.6495786516853933,0.7038226261485597,rf_300_d12,RandomForestClassifier,selected top-ranked candidate by F1 (gain=0.024237 >= min_f1_gain=0.010000),12,speedTrap;gapAhead;team_McLaren;gapBehind;gap_to_physical_car;humidity;trackTemp;team_Alpine;pace_drop_ratio;lapTime,Permutation importance computed on selected surrogate predictions of MOA-decoded labels
