config_id,max_depth,learning_rate,n_estimators,max_delta_step,subsample,colsample_bytree,scale_pos_weight_mode,scale_pos_weight_label,scale_pos_weight_fixed,mean_effective_scale_pos_weight,mean_pr_auc,mean_pr_auc_raw,mean_pr_auc_calibrated,mean_test_prevalence,mean_pr_auc_lift_raw,mean_pr_auc_lift_calibrated,std_pr_auc,mean_baseline_f1,mean_baseline_precision,mean_baseline_recall,mean_unconstrained_f1,mean_unconstrained_precision,mean_unconstrained_recall,mean_unconstrained_threshold,mean_constrained_f1,mean_constrained_precision,mean_constrained_recall,mean_constrained_threshold,mean_constrained_margin_to_floor,mean_precision_floor_reachable_ratio,precision_floor_reachable_folds,mean_constrained_utility,calibration_mix,fallback_folds,total_folds,fallback_rate,mean_brier
1,6,0.05,400,1,0.7,0.8,fixed,30.000000,30.0,30.0,0.42397969527817586,0.42397969527817586,0.39643728658476723,0.07294991699431999,0.3510297782838558,0.32348736959044716,0.20646963402262378,0.19930712982126092,0.7456733434877852,0.135932617285568,0.3815644344426955,0.5537253151498008,0.3573152107254602,0.14891891891891892,0.08328879160383988,0.5927247034679467,0.0530148083643436,0.8025675675675675,0.4927247034679466,0.9226044226044225,73,18.85135135135135,isotonic:74,1,74,0.013513513513513514,0.054936049230815534
