rank,model_id,family,supports_tree_shap,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy,selected
1,rf_300_d12,RandomForestClassifier,1,0.7517960790680683,0.2322661644695543,0.14141568567497326,0.6495786516853933,0.7038226261485597,1
2,rf_100_d10,RandomForestClassifier,1,0.6965133741932865,0.2080288105073615,0.12248970936759386,0.6896067415730337,0.6932719013512866,0
3,extra_300_d12,ExtraTreesClassifier,1,0.6441531030563786,0.18861638130495142,0.10862381409231425,0.7155898876404494,0.6776803528582638,0
4,logreg_balanced,LogisticRegression+Imputer+Scaler,0,0.5869626983804846,0.15355182166028947,0.08709190413285525,0.6481741573033708,0.6156909213260489,0
5,hgb_400_d8,HistGradientBoostingClassifier,0,0.9420789868896375,0.02991162474507138,0.46808510638297873,0.01544943820224719,0.5071862277385251,0
