config_id,max_depth,learning_rate,n_estimators,max_delta_step,subsample,colsample_bytree,scale_pos_weight_mode,scale_pos_weight_label,scale_pos_weight_fixed,mean_effective_scale_pos_weight,mean_pr_auc,mean_pr_auc_raw,mean_pr_auc_calibrated,mean_test_prevalence,mean_pr_auc_lift_raw,mean_pr_auc_lift_calibrated,std_pr_auc,mean_baseline_f1,mean_baseline_precision,mean_baseline_recall,mean_unconstrained_f1,mean_unconstrained_precision,mean_unconstrained_recall,mean_unconstrained_threshold,mean_constrained_f1,mean_constrained_precision,mean_constrained_recall,mean_constrained_threshold,mean_constrained_margin_to_floor,mean_precision_floor_reachable_ratio,precision_floor_reachable_folds,mean_constrained_utility,calibration_mix,fallback_folds,total_folds,fallback_rate,mean_brier,feature_profile,excluded_features,track_agnostic_mode,drop_source_year_feature
1,6,0.05,400,1,0.7,0.8,fixed,30.000000,30.0,30.0,0.41330925560823795,0.41330925560823795,0.38444444559636554,0.07294991699431999,0.34035933861391793,0.3114945286020456,0.18382086638182152,0.13507316068910766,0.566823051907826,0.08424705348328883,0.376061106757018,0.45359879162478345,0.3847381112730951,0.1506756756756757,0.03461497224954667,0.3676405011511394,0.019091827083523225,0.8267567567567567,0.2676405011511394,0.9029484029484028,74,10.91891891891892,isotonic:74,0,74,0.0,0.05604718418942637,percent_race_team_v1_strict,"team,rainfall,hasGapAhead,hasGapBehind,lapTime",track_percentage_race_team_v1,1
