policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,123129,766,238,528,114350,8013,0.006221117689577597,0.31070496083550914,0.028844988486244092,0.05278917600088721
fixed_threshold_0.10,0.1,123129,13635,4303,9332,105546,3948,0.11073751918719392,0.3155848918225156,0.5215125439340687,0.3932194096682811
fixed_threshold_0.50,0.5,123129,1126,817,309,114569,7434,0.0091448805724078,0.7255772646536413,0.09901830081202279,0.17425615868614697
