year,rows,positive_rows,prevalence,raw_brier,calibrated_brier,raw_ece,calibrated_ece,raw_mce,calibrated_mce,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,mean_constrained_threshold,fallback_rows
2022,20114,526,0.026150939644029033,0.03728932211241426,0.025241633379837133,0.03801651441158334,0.005794935120096316,0.7822748964483088,0.2500000000000001,0.028338470716913592,0.11929824561403508,0.12927756653992395,0.12408759124087591,0.23910808392164662,1086
2023,29907,1600,0.05349918079379409,0.06016931829598672,0.04707980811935796,0.05595555887617117,0.022492247638435804,0.4242103428337047,0.34771664904712507,0.0008359246999030327,0.88,0.01375,0.027076923076923075,0.812027284582205,0
2024,33239,2613,0.07861247329943741,0.1285173952446951,0.059267618741408644,0.19419525198908,0.019809619073245167,0.5226217677960029,0.18587979584627434,0.0014440867655464967,0.8958333333333334,0.016456180635285114,0.03231867718902669,0.8593417371160385,0
2025,39869,3512,0.08808848980410845,0.17354941350200004,0.06224119659667121,0.2770345372280081,0.016093724802342998,0.5340423268998808,0.10115876136155333,0.0030851037146655295,0.8536585365853658,0.02989749430523918,0.0577716643741403,0.8118121849055657,0
