dataset_csv,predictions_file,seed,test_size,min_f1_gain,rows_aligned,rows_used,n_test_rows,n_test_positive,prevalence_test,pr_auc_ap,pr_auc_trapz,best_f1_threshold,best_f1,best_f1_precision,best_f1_recall,selected_surrogate_id,selected_surrogate_family,selection_reason,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy
data_lake/reports/no_source_year_percent_race_team_v1_strict/moa_dataset_2022_2025_no_source_year_percent_race_team_v1_strict.csv,data_lake/reports/no_source_year_percent_race_team_v1_strict/moa_arf_predictions_2022_2025_no_source_year_percent_race_team_v1_strict.pred,42,0.2,0.01,124136,123547,24710,1664,0.06734115742614326,0.25051711048818026,0.25002883725910313,0.563600397433399,0.3288400141890128,0.23326623049823855,0.5570913461538461,rf_300_d12,RandomForestClassifier,selected top-ranked candidate by F1 (gain=0.026152 >= min_f1_gain=0.010000),0.8010522055847835,0.3064334085778781,0.2002212389380531,0.6526442307692307,0.7322059997897181
