dataset,model,sample_rows,feature_count,top_dependence_features,feature_importance_csv,global_bar,beeswarm
data_lake/ml_training_dataset_2022_2025_no_source_year_percent_race_team_v1_strict.parquet,data_lake/models/pit_strategy_serving_bundle_no_source_year_percent_race_team_v1_strict.joblib,5000,20,race_progress_pct;tire_life_ratio;humidity,data_lake/reports/no_source_year_percent_race_team_v1_strict/shap_feature_importance.csv,data_lake/reports/no_source_year_percent_race_team_v1_strict/shap_global_bar.png,data_lake/reports/no_source_year_percent_race_team_v1_strict/shap_beeswarm.png
