year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.560602999437833,7.266220300152757,18.17966346105094
2023,693,693,0,100.0,2.5615720005589537,4.5335833994613495,9.085630280606066
2024,808,808,0,100.0,2.5621370023145573,5.194388148993312,13.05435823047446
2025,974,974,0,100.0,2.5737169999047183,5.154992650022903,17.997338869790838
