config_id,max_depth,learning_rate,n_estimators,max_delta_step,subsample,colsample_bytree,scale_pos_weight_mode,scale_pos_weight_label,scale_pos_weight_fixed,mean_effective_scale_pos_weight,mean_pr_auc,mean_pr_auc_raw,mean_pr_auc_calibrated,mean_test_prevalence,mean_pr_auc_lift_raw,mean_pr_auc_lift_calibrated,std_pr_auc,mean_baseline_f1,mean_baseline_precision,mean_baseline_recall,mean_unconstrained_f1,mean_unconstrained_precision,mean_unconstrained_recall,mean_unconstrained_threshold,mean_constrained_f1,mean_constrained_precision,mean_constrained_recall,mean_constrained_threshold,mean_constrained_margin_to_floor,mean_precision_floor_reachable_ratio,precision_floor_reachable_folds,mean_constrained_utility,calibration_mix,fallback_folds,total_folds,fallback_rate,mean_brier,feature_profile,excluded_features,track_agnostic_mode,drop_source_year_feature
1,6,0.05,400,1,0.7,0.8,fixed,30.000000,30.0,30.0,0.34992627113082764,0.34992627113082764,0.3214730340505904,0.06249195395784477,0.28743431717298285,0.2589810800927456,0.2075727068444699,0.1052148830630944,0.44152532464399075,0.0656240206080355,0.3177167290399082,0.37173037464426867,0.3723102066153529,0.13378947368421054,0.046444732227508535,0.3178660856376422,0.0410731451934889,0.7022105263157895,0.2178660856376421,0.7517278043593832,94,-14.021052631578947,"isotonic:93,sigmoid:2",1,95,0.010526315789473684,0.049116939132865654,percent_race_team_v1_strict,"team,rainfall,hasGapAhead,hasGapBehind,lapTime",track_percentage_race_team_v1,1
