fold,rows,positive_rows,prevalence,mean_constrained_threshold,min_constrained_threshold,max_constrained_threshold,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,fallback_rows,calibrated_score_q90
1,1214,129,0.10626029654036244,0.9900000000000001,0.99,0.99,0.004118616144975288,1.0,0.03875968992248062,0.07462686567164178,0,0.0228136882129277
2,957,60,0.06269592476489028,0.16,0.16,0.16,0.003134796238244514,1.0,0.05,0.09523809523809523,0,0.0458515283842794
3,1206,27,0.022388059701492536,0.12,0.12,0.12,0.005804311774461028,0.8571428571428571,0.2222222222222222,0.35294117647058826,0,0.0512820512820512
4,1110,57,0.051351351351351354,0.75,0.75,0.75,0.0,,0.0,,0,0.0228471001757469
5,1316,61,0.04635258358662614,0.33,0.33,0.33,0.0,,0.0,,0,0.0611814345991561
6,1717,56,0.032615026208503206,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0247592847317744
7,1554,105,0.06756756756756757,0.99,0.99,0.99,0.0006435006435006435,1.0,0.009523809523809525,0.01886792452830189,0,0.0844748858447488
8,1487,69,0.04640215198386012,0.75,0.75,0.75,0.0,,0.0,,0,0.0859375
9,1583,111,0.07012002526847758,0.75,0.75,0.75,0.0,,0.0,,0,0.0833333333333333
10,1146,60,0.05235602094240838,0.99,0.99,0.99,0.002617801047120419,1.0,0.05,0.09523809523809523,0,0.0765027322404371
11,1553,101,0.06503541532517708,0.77,0.77,0.77,0.0,,0.0,,0,0.0464919695688926
12,938,83,0.08848614072494669,0.99,0.99,0.99,0.0021321961620469083,0.0,0.0,,0,0.0833333333333333
13,1596,110,0.06892230576441102,0.99,0.99,0.99,0.0,,0.0,,0,0.0653465346534653
14,1168,72,0.06164383561643835,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0681818181818181
15,1231,44,0.03574329813160033,0.35000000000000003,0.35,0.35,0.0,,0.0,,0,0.0246212121212121
16,934,38,0.04068522483940043,0.75,0.75,0.75,0.0,,0.0,,0,0.0260223048327137
17,944,26,0.02754237288135593,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0256410256410256
18,1197,94,0.0785296574770259,0.9900000000000002,0.99,0.99,0.000835421888053467,1.0,0.010638297872340425,0.021052631578947368,0,0.109090909090909
19,1579,66,0.04179860671310956,0.99,0.99,0.99,0.0,,0.0,,0,0.0481832543443917
20,1456,78,0.05357142857142857,0.99,0.99,0.99,0.0,,0.0,,0,0.043010752688172
21,1297,95,0.07324595219737856,0.99,0.99,0.99,0.0,,0.0,,0,0.081675392670157
22,877,18,0.020524515393386546,0.99,0.99,0.99,0.0,,0.0,,0,0.0735632183908045
23,1057,22,0.020813623462630087,0.75,0.75,0.75,0.002838221381267739,1.0,0.13636363636363635,0.24000000000000002,0,0.0474226804123711
24,790,18,0.02278481012658228,0.99,0.99,0.99,0.0,,0.0,,0,0.037117903930131
25,1274,195,0.15306122448979592,0.99,0.99,0.99,0.0,,0.0,,0,0.0995670995670995
26,1071,95,0.08870214752567694,0.7599999999999999,0.76,0.76,0.007469654528478058,0.5,0.042105263157894736,0.07766990291262135,0,0.3333333333333333
27,1274,85,0.06671899529042387,0.75,0.75,0.75,0.0,,0.0,,0,0.070607553366174
28,1079,98,0.09082483781278962,0.99,0.99,0.99,0.0,,0.0,,0,0.0590673575129533
29,835,21,0.025149700598802394,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.11310456984875687
30,1322,102,0.07715582450832073,0.83,0.8300000000000001,0.8300000000000001,0.0,,0.0,,0,0.0942760942760942
31,1409,71,0.050390347764371894,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.1944444444444444
32,1752,64,0.0365296803652968,0.99,0.99,0.99,0.0,,0.0,,0,0.0255813953488372
33,1529,100,0.06540222367560497,0.5199999999999999,0.52,0.52,0.0,,0.0,,0,0.0720871751886001
34,1557,161,0.10340398201669879,0.75,0.75,0.75,0.0,,0.0,,0,0.3129770992366412
35,1649,184,0.11158277744087326,0.99,0.99,0.99,0.007883565797453002,0.9230769230769231,0.06521739130434782,0.1218274111675127,0,0.15625
36,1205,93,0.07717842323651453,0.8,0.8,0.8,0.004979253112033195,1.0,0.06451612903225806,0.12121212121212122,0,0.1476190476190476
37,1562,157,0.10051216389244558,0.71,0.7100000000000001,0.7100000000000001,0.0,,0.0,,0,0.22148451096415195
38,981,133,0.13557594291539246,0.91,0.91,0.91,0.007135575942915392,1.0,0.05263157894736842,0.1,0,0.1670061099796334
39,1684,153,0.09085510688836104,0.8699999999999997,0.87,0.87,0.0023752969121140144,1.0,0.026143790849673203,0.05095541401273886,0,0.1235955056179775
40,1269,124,0.09771473601260836,0.87,0.87,0.87,0.0015760441292356187,1.0,0.016129032258064516,0.031746031746031744,0,0.1563342318059299
41,1237,95,0.07679870654810024,0.7999999999999999,0.8,0.8,0.0,,0.0,,0,0.09375
42,1416,81,0.057203389830508475,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0753333333333333
43,1355,126,0.0929889298892989,0.9000000000000004,0.9,0.9,0.004428044280442804,1.0,0.047619047619047616,0.0909090909090909,0,0.3468634686346863
44,1717,102,0.0594059405940594,0.75,0.75,0.75,0.0011648223645894002,1.0,0.0196078431372549,0.038461538461538464,0,0.1
45,1647,80,0.048573163327261686,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.09773406193078453
46,1435,130,0.09059233449477352,0.8,0.8,0.8,0.0,,0.0,,0,0.1701149425287356
47,877,18,0.020524515393386546,0.99,0.99,0.99,0.0,,0.0,,0,0.027113878288813
48,1057,88,0.08325449385052035,0.9000000000000001,0.9,0.9,0.0,,0.0,,0,0.0424597364568082
49,1046,57,0.05449330783938815,0.75,0.75,0.75,0.0,,0.0,,0,0.0359964881474978
50,1591,242,0.15210559396605908,0.8000000000000002,0.8,0.8,0.0295411690760528,0.8085106382978723,0.15702479338842976,0.26297577854671284,0,0.3938053097345133
51,1321,118,0.08932626797880394,0.8399999999999999,0.8400000000000001,0.8400000000000001,0.0,,0.0,,0,0.1780028943560057
52,1425,112,0.07859649122807018,0.75,0.75,0.75,0.0,,0.0,,0,0.0828471411901983
53,1400,132,0.09428571428571429,0.76,0.76,0.76,0.0,,0.0,,0,0.2245508982035928
54,1504,124,0.08244680851063829,0.99,0.99,0.99,0.0,,0.0,,0,0.2979942693409741
55,2189,116,0.05299223389675651,0.8100000000000003,0.81,0.81,0.0009136592051164915,1.0,0.017241379310344827,0.03389830508474576,0,0.0619658119658119
56,1924,148,0.07692307692307693,0.7699999999999998,0.77,0.77,0.0005197505197505198,1.0,0.006756756756756757,0.013422818791946308,0,0.1072997470048302
57,1906,227,0.11909758656873033,0.99,0.99,0.99,0.0005246589716684155,1.0,0.004405286343612335,0.008771929824561405,0,0.3073929961089494
58,1984,207,0.10433467741935484,0.75,0.75,0.75,0.00655241935483871,1.0,0.06280193236714976,0.11818181818181818,0,0.2137404580152671
59,1280,117,0.09140625,0.75,0.75,0.75,0.00625,0.75,0.05128205128205128,0.096,0,0.24
60,1954,193,0.09877175025588536,0.75,0.75,0.75,0.01023541453428864,0.7,0.07253886010362694,0.13145539906103285,0,0.3169014084507043
61,1237,159,0.12853678253839934,0.8100000000000003,0.81,0.81,0.005658852061438965,1.0,0.0440251572327044,0.08433734939759036,0,0.196078431372549
62,1985,215,0.10831234256926953,0.75,0.75,0.75,0.005037783375314861,1.0,0.046511627906976744,0.08888888888888888,0,0.3216783216783216
63,1488,153,0.1028225806451613,0.75,0.75,0.75,0.0,,0.0,,0,0.1276595744680851
64,1669,117,0.0701018573996405,0.9900000000000001,0.99,0.99,0.0005991611743559018,1.0,0.008547008547008548,0.016949152542372885,0,0.0912364945978391
65,1572,160,0.10178117048346055,0.75,0.75,0.75,0.002544529262086514,1.0,0.025,0.04878048780487806,0,0.2734177215189872
66,1999,131,0.0655327663831916,0.8000000000000002,0.8,0.8,0.002001000500250125,1.0,0.030534351145038167,0.059259259259259255,0,0.1883561643835616
67,1695,169,0.09970501474926254,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.20919684129430025
68,1430,106,0.07412587412587412,0.7699999999999999,0.77,0.77,0.0,,0.0,,0,0.1349036402569593
