statistic,heuristic_proxy_ms,ml_total_ms,ml_added_overhead_ms,ml_overhead_share
p50,0.10918499901890755,2.5503444976493483,2.4190544991142815,0.9485206807723126
p95,0.20019850162498184,4.666290449131337,4.527896499166671,0.9703417625899329
p99,0.24849989928043179,12.455370798997798,12.341976002644282,0.9908959116365577
mean,0.1172863207392442,2.9682637654171895,2.8463731112251636,0.9589353696891239
