rank,model_id,family,supports_tree_shap,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy,selected
1,rf_300_d12,RandomForestClassifier,1,0.8010522055847835,0.3064334085778781,0.2002212389380531,0.6526442307692307,0.7322059997897181,1
2,rf_100_d10,RandomForestClassifier,1,0.7595305544314043,0.280281007751938,0.17551577669902912,0.6953125,0.7297399087694176,0
3,extra_300_d12,ExtraTreesClassifier,1,0.6982598138405504,0.2539523714228537,0.15234093637454982,0.7626201923076923,0.728116483379395,0
4,logreg_balanced,LogisticRegression+Imputer+Scaler,0,0.5819101578308378,0.18183258097727092,0.10471586244641065,0.6899038461538461,0.6320082452152551,0
5,hgb_400_d8,HistGradientBoostingClassifier,0,0.932132739781465,0.09887157442235357,0.467005076142132,0.055288461538461536,0.5253661781787595,0
