year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.5321790017187595,5.559954999625905,12.191625999839735
2023,693,693,0,100.0,2.5485789992671926,4.5903266007371695,8.518106920237297
2024,808,808,0,100.0,2.554179000071599,4.5713553510722695,8.522397700726263
2025,974,974,0,100.0,2.558168998803012,4.5345919997998845,16.1626747307673
