policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,103015,196,170,26,95264,7555,0.0019026355385138086,0.8673469387755102,0.022006472491909384,0.04292387324832723
fixed_threshold_0.10,0.1,103015,12157,4166,7991,87299,3559,0.11801194000873659,0.34268322777000904,0.5392880258899676,0.4190725279146967
fixed_threshold_0.50,0.5,103015,1126,817,309,94981,6908,0.010930447022278309,0.7255772646536413,0.10576051779935275,0.1846119082589538
