dataset_csv,predictions_file,seed,test_size,min_f1_gain,rows_aligned,rows_used,n_test_rows,n_test_positive,prevalence_test,pr_auc_ap,pr_auc_trapz,best_f1_threshold,best_f1,best_f1_precision,best_f1_recall,selected_surrogate_id,selected_surrogate_family,selection_reason,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy
data_lake/reports/no_source_year_drop_aggressive_v1_candidate/moa_dataset_2022_2025_no_source_year_drop_aggressive_v1_candidate.csv,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/moa_arf_predictions_2022_2025_no_source_year_drop_aggressive_v1_candidate.pred,42,0.2,0.01,124136,123136,24628,1038,0.042147149585837256,0.1600215098578092,0.15915086085185928,0.6466225008090578,0.22263109475571077,0.2130281690140845,0.23314065510597304,rf_300_d12,RandomForestClassifier,selected top-ranked candidate by F1 (gain=0.014050 >= min_f1_gain=0.010000),0.8121650154295923,0.18785112359550563,0.11485616144267927,0.5154142581888247,0.670318405058804
