dataset,model,sample_rows,feature_count,top_dependence_features,feature_importance_csv,global_bar,beeswarm
data_lake/ml_training_dataset_2022_2025_merged.parquet,data_lake/models/pit_strategy_serving_bundle_no_source_year_drop_aggressive_v1_candidate.joblib,5000,14,tire_life_ratio;humidity;trackTemp,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/shap_feature_importance.csv,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/shap_global_bar.png,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/shap_beeswarm.png
