model,scored,tp,fp,precision,wilson_ci_low,wilson_ci_high
SDE,1020,749,271,0.734313725490196,0.7063647025693544,0.760504455620998
ML,315,302,13,0.9587301587301588,0.9306810363657465,0.9757255553897002
ML_minus_SDE,-705,-447,-258,0.22441643323996274,,
