feature,tp_mean,fp_mean,delta_fp_minus_tp,cohens_d_fp_vs_tp,n_tp,n_fp
pitLoss,22.251655629139073,22.807692307692307,0.5560366785532338,0.5660120621745028,302,13
gapAhead,127.95806622516555,11.23146153846154,-116.72660468670401,-0.558419661707428,302,13
lapTime,91.08102317880795,98.21807692307692,7.137053744268968,0.4880399772407641,302,13
tire_life_ratio,0.6648215599705666,0.5215384615384615,-0.14328309843210507,-0.42943810568854773,302,13
speedTrap,295.4933774834437,301.2307692307692,5.737391747325546,0.3871388209425005,302,13
pace_drop_ratio,1.011852327313139,1.0163604007331872,0.00450807342004822,0.38055383175720287,302,13
gapBehind,53.87382781456953,13.95369230769231,-39.92013550687722,-0.35530510848365743,302,13
humidity,55.115894039735096,50.84615384615385,-4.269740193581249,-0.2900955413433713,302,13
trackTemp,30.87748344370861,32.307692307692314,1.4302088639837045,0.19311520303145077,302,13
position,7.645695364238411,6.769230769230769,-0.8764645950076417,-0.18342242956641952,302,13
airTemp,21.541059602649007,21.576923076923077,0.03586347427406977,0.008496886824200255,302,13
