dataset_csv,predictions_file,rows_used,decoded_unknown_prediction_rows,known_positive_rate,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy,selected_surrogate_id,selected_surrogate_family,surrogate_selection_reason,window_count_used,top_features,notes
data_lake/reports/no_source_year_drop_aggressive_v1_candidate/moa_dataset_2022_2025_no_source_year_drop_aggressive_v1_candidate.csv,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/moa_arf_predictions_2022_2025_no_source_year_drop_aggressive_v1_candidate.pred,123136,1000,0.042156639812889814,0.8121650154295923,0.18785112359550563,0.11485616144267927,0.5154142581888247,0.670318405058804,rf_300_d12,RandomForestClassifier,selected top-ranked candidate by F1 (gain=0.014050 >= min_f1_gain=0.010000),12,tire_life_ratio;gapBehind;gap_to_physical_car;trackTemp;position;lapTime;humidity;tyreLife;pace_drop_ratio;gapAhead,Permutation importance computed on selected surrogate predictions of MOA-decoded labels
