oof_rows,oof_positive_rows,oof_prevalence,raw_brier,calibrated_brier,brier_delta_cal_minus_raw,raw_ece,calibrated_ece,ece_delta_cal_minus_raw,raw_mce,calibrated_mce,mce_delta_cal_minus_raw,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,constrained_predicted_positive,constrained_threshold_mean,constrained_threshold_min,constrained_threshold_max,constrained_threshold_p10,constrained_threshold_p90,oof_mode_fallback_rows,oof_mode_fallback_rate,oof_mode_counts,winner_config_id,winner_mean_constrained_threshold,winner_mean_constrained_margin_to_floor,winner_mean_precision_floor_reachable_ratio,winner_precision_floor_reachable_folds,winner_fallback_folds,winner_total_folds,winner_fallback_rate,winner_mean_constrained_utility,winner_mean_brier,winner_calibration_mix,delta_positive_rate_constrained_minus_fixed_threshold_0.10,delta_precision_constrained_minus_fixed_threshold_0.10,delta_recall_constrained_minus_fixed_threshold_0.10,delta_positive_rate_constrained_minus_fixed_threshold_0.50,delta_precision_constrained_minus_fixed_threshold_0.50,delta_recall_constrained_minus_fixed_threshold_0.50
103015,7725,0.07498907926030189,0.1423178152683883,0.056953015573707466,-0.08536479969468083,0.22339104254797693,0.019694608315799018,-0.2036964342321779,0.5313852432391561,0.12188363968431287,-0.4095016035548433,0.004805125467164976,0.8282828282828283,0.05307443365695793,0.09975669099756691,495,0.7920254331893414,0.09,0.99,0.75,0.99,957,0.009289909236518953,constrained_utility:102058;fallback_max_precision:957,1.0,0.7840540540540542,0.499010327847507,0.9032214032214032,73.0,1.0,74.0,0.0135135135135135,14.45945945945946,0.0560451092259348,isotonic:74,-0.09704411978838033,0.46886612984592396,-0.43508090614886735,-0.00972673882444304,0.11886399060747754,-0.08440129449838188
