statistic,heuristic_proxy_ms,ml_total_ms,ml_added_overhead_ms,ml_overhead_share
p50,0.041371000406797975,2.392109499851358,2.3450990001947503,0.9803476807146458
p95,0.053443999058799804,7.520073250452674,7.468992201120246,0.9932073734349126
p99,0.08263158952104264,18.655962160501023,18.59230215815837,0.9965876859207274
mean,0.04367291083326563,3.3649415094691517,3.3163357471111943,0.9855552430194766
