model,scored,tp,fp,precision,wilson_ci_low,wilson_ci_high
SDE,1020,749,271,0.734313725490196,0.7063647025693544,0.760504455620998
ML,402,358,44,0.8905472636815921,0.8562517700313403,0.9174493715731431
ML_minus_SDE,-618,-391,-227,0.15623353819139607,,
