policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,103015,495,410,85,95205,7315,0.004805125467164976,0.8282828282828283,0.05307443365695793,0.09975669099756691
fixed_threshold_0.10,0.1,103015,10492,3771,6721,88569,3954,0.10184924525554531,0.3594166984369043,0.48815533980582526,0.4140088927924466
fixed_threshold_0.50,0.5,103015,1497,1062,435,94855,6663,0.014531864291608017,0.7094188376753507,0.13747572815533982,0.23031880286271958
