rank,model_id,family,supports_tree_shap,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy,selected
1,rf_300_d12,RandomForestClassifier,1,0.8121650154295923,0.18785112359550563,0.11485616144267927,0.5154142581888247,0.670318405058804,1
2,rf_100_d10,RandomForestClassifier,1,0.76644469709274,0.1738006320022982,0.10212694125590817,0.5828516377649325,0.6786873703873413,0
3,extra_300_d12,ExtraTreesClassifier,1,0.6860077960045476,0.15143202019093602,0.08544891640866874,0.6647398843930635,0.6758417522855525,0
4,logreg_balanced,LogisticRegression+Imputer+Scaler,0,0.5399545233068053,0.10093635930804634,0.05499827049463853,0.6127167630057804,0.5747348121938609,0
5,hgb_400_d8,HistGradientBoostingClassifier,0,0.9578122462238103,0.0528714676390155,0.4915254237288136,0.027938342967244702,0.5133333088299555,0
