threshold,net_benefit_model,net_benefit_all,net_benefit_none
0.01,0.032519855038939005,0.03247186826852248,0.0
0.02,0.022961255315834303,0.022599132230446177,0.0
0.03,0.013674402950961853,0.012522834624574486,0.0
0.04,0.00451383249418006,0.002236614151913799,0.0
0.05,-0.004526298692972483,-0.008266158330697632,0.0
0.060000000000000005,-0.013298304299897375,-0.018992394057619953,0.0
0.06999999999999999,-0.021955078667344266,-0.02994930152060509,0.0
0.08,-0.0302518872121516,-0.041144402624089936,0.0
0.09,-0.03820140392334642,-0.052585549905673344,0.0
0.09999999999999999,-0.04618952231425837,-0.06428094490462527,0.0
0.11,-0.05395840670981965,-0.0762391577687222,0.0
0.12,-0.06162239579488239,-0.08846914819791221,0.0
0.13,-0.0690966641090694,-0.10098028783237098,0.0
0.14,-0.07634720926455425,-0.11378238420251482,0.0
0.15000000000000002,-0.0834416111742732,-0.12688570636960328,0.0
0.16,-0.0900291576757388,-0.1403010123978128,0.0
0.17,-0.09655334020832396,-0.15403957881224428,0.0
0.18000000000000002,-0.10257608829133608,-0.16811323221239363,0.0
0.19,-0.10818109268382672,-0.1825343832273614,0.0
0.2,-0.11333644632126035,-0.19731606301770344,0.0
0.21000000000000002,-0.11883818561974333,-0.21247196254957312,0.0
0.22,-0.1234940009911587,-0.22801647488995225,0.0
0.23,-0.1276659023938543,-0.24396474079761393,0.0
0.24000000000000002,-0.13190591795389076,-0.2603326979133721,0.0
0.25,-0.13645714904444803,-0.27713713388555034,0.0
0.26,-0.140979943724787,-0.29439574380292266,0.0
0.27,-0.14470999708539786,-0.3121271923481682,0.0
0.28,-0.14805415696677676,-0.33035118113078166,0.0
0.29000000000000004,-0.15142160417433956,-0.3490885217100885,0.0
0.3,-0.15402909580268684,-0.3683612148773754,0.0
0.31,-0.15645324162670982,-0.38819253683211996,0.0
0.32,-0.15724569834430444,-0.40860713296200407,0.0
0.33,-0.1590726730162732,-0.4296311200211385,0.0
0.34,-0.16081228067585066,-0.4512921975972164,0.0
0.35000000000000003,-0.16286965430217015,-0.4736197698679428,0.0
0.36000000000000004,-0.1639571828812734,-0.49664507877212943,0.0
0.37,-0.1636097511929898,-0.5204013498637505,0.0
0.38,-0.16387720244987347,-0.5449239522809077,0.0
0.39,-0.16297456979527503,-0.5702505744494473,0.0
0.4,-0.16257917817118728,-0.5964214173569381,0.0
0.41000000000000003,-0.1619061121005993,-0.6234794074816319,0.0
0.42000000000000004,-0.1609662117130488,-0.6514704317485567,0.0
0.43,-0.1600104288657326,-0.6804435972178293,0.0
0.44,-0.15932504234436995,-0.7104515185967193,0.0
0.45,-0.15837479882469324,-0.7415506371166596,0.0
0.46,-0.1572404790692918,-0.7738015748410422,0.0
0.47000000000000003,-0.15510111209514557,-0.807269529083326,0.0
0.48000000000000004,-0.1524437475793656,-0.8420247123349285,0.0
0.49,-0.15006751441846836,-0.8781428439493387,0.0
0.5,-0.1456878349845704,-0.9157057008283256,0.0
