policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,123129,3136,511,2625,112253,7740,0.02546922333487643,0.16294642857142858,0.06193188704399467,0.08975147097567403
fixed_threshold_0.10,0.1,123129,11357,3857,7500,107378,4394,0.09223659738972947,0.33961433477150654,0.46745848988001454,0.39341085271317827
fixed_threshold_0.50,0.5,123129,1552,1068,484,114394,7183,0.01260466665042354,0.6881443298969072,0.129438855896255,0.21789248189329796
