precision,recall,threshold
0.042147149585837256,1.0,0.0016080690104765883
0.04214886100621269,1.0,0.002726380874890645
0.04215399610136452,1.0,0.0029811481697629974
0.04215570807781343,1.0,0.0030719392836423293
0.042157420193323046,1.0,0.0033071651857468085
0.04215913244791032,1.0,0.003669331621495903
0.0421608448415922,1.0,0.0038817491031880457
0.04216427004630758,1.0,0.004053961826300343
0.04216940889701402,1.0,0.004390978154528675
0.04217283549343843,1.0,0.004439480394269322
0.04217454900048757,1.0,0.004536397504320236
0.042177976432344576,1.0,0.004615395543541236
0.0421796903571864,1.0,0.004622152316615049
0.042181404421326396,1.0,0.004680999235474609
0.042183118624781565,1.0,0.004868992281860524
0.042184832967568885,1.0,0.00498348158905115
0.04218654744970535,1.0,0.004989946166249125
0.04218826207120793,1.0,0.005646558356182519
0.04218997683209365,1.0,0.005714374820457859
0.04219169173237948,1.0,0.005756432799370101
0.042193406772082435,1.0,0.0058195464522105495
0.042195121951219515,1.0,0.005870132825250461
0.04219683726980772,1.0,0.005916803393357375
0.042198552727864054,1.0,0.00600857084734876
0.042200268325405535,1.0,0.006033098320960378
0.042201984062449176,1.0,0.0060904983357904
0.042203699939012,1.0,0.006199288958914996
0.042205415955111,1.0,0.006206451139795935
0.042207132110763226,1.0,0.006225372437830206
0.04220884840598569,1.0,0.006226005563256742
0.042212281415209434,1.0,0.00622646895552357
0.042213998129244784,1.0,0.006286667044740142
0.0422157149829185,1.0,0.0063451450448555385
0.04221743197624761,1.0,0.006465873034306604
0.042220866381940204,1.0,0.00651973450640676
0.04222430134645894,1.0,0.006595244437039266
0.0422277368699402,1.0,0.00661908852996073
0.04222945484133442,1.0,0.0067023025628469065
0.04223117295252044,1.0,0.006867832632616329
0.04223460959433617,1.0,0.006913948365855112
0.042236328125,1.0,0.007077775689807451
0.042238046795523905,1.0,0.007088238794872188
0.04223976560592496,1.0,0.007144000555908931
0.04224148455622024,1.0,0.007291967288951757
0.04224320364642683,1.0,0.007380019538362153
0.0422449228765618,1.0,0.007698291394783488
0.04224664224664225,1.0,0.007767424296917969
0.04225008140670791,1.0,0.0078015402142857645
0.04225180119672732,1.0,0.007819451203685561
0.04225524119682475,1.0,0.007895914917721238
0.04225696140693698,1.0,0.007912715103327318
0.04226040224737399,1.0,0.007995775144103634
0.04226384364820847,1.0,0.008047821440852216
0.04226556455881754,1.0,0.008121837234436319
0.04226728560957733,1.0,0.008198313039142568
0.042269006800504945,1.0,0.008253968594514832
0.04227072813161753,1.0,0.008342921473742266
0.042274171214466076,1.0,0.008395186452234698
