year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.3784080003679264,7.6886666000063935,19.095952560819565
2023,693,693,0,100.0,2.3263969997060485,9.844768200127872,18.064634879629043
2024,808,808,0,100.0,2.3380479997285875,6.559889500567804,18.74765488106276
2025,974,974,0,100.0,2.4497155000062776,6.676924700968799,17.53220712005713
