threshold,net_benefit_model,net_benefit_all,net_benefit_none,protocol,score_type
0.01,0.06526783144751401,0.06564553460636555,0.0,ml_pretrain,raw_proba
0.02,0.057212789498656325,0.05611130536765499,0.0,ml_pretrain,raw_proba
0.03,0.05001623725100589,0.04638049408278545,0.0,ml_pretrain,raw_proba
0.04,0.04339537931369218,0.036446957562814464,0.0,ml_pretrain,raw_proba
0.05,0.037278168483383875,0.02630429395821251,0.0,ml_pretrain,raw_proba
0.060000000000000005,0.03143438107030477,0.015945829000321148,0.0,ml_pretrain,raw_proba
0.06999999999999999,0.02572232147004378,0.005364601355163326,0.0,ml_pretrain,raw_proba
0.08,0.02053858766874389,-0.005446652977932731,0.0,ml_pretrain,raw_proba
0.09,0.015354746694842797,-0.016495517296371554,0.0,ml_pretrain,raw_proba
0.09999999999999999,0.010382522502116742,-0.0277899119329979,0.0,ml_pretrain,raw_proba
0.11,0.005596217851987301,-0.03933811319067203,0.0,ml_pretrain,raw_proba
0.12,0.0009080760524725062,-0.05114877356783874,0.0,ml_pretrain,raw_proba
0.13,-0.0036731622054817364,-0.06323094337896336,0.0,ml_pretrain,raw_proba
0.14,-0.007959102817494415,-0.07559409388336992,0.0,ml_pretrain,raw_proba
0.15000000000000002,-0.012320307436666858,-0.08824814204670371,0.0,ml_pretrain,raw_proba
0.16,-0.016561619551475407,-0.1012034770710692,0.0,ml_pretrain,raw_proba
0.17,-0.02068455348355515,-0.11447098884300981,0.0,ml_pretrain,raw_proba
0.18000000000000002,-0.024546744909277968,-0.1280620984630465,0.0,ml_pretrain,raw_proba
0.19,-0.02867447686810562,-0.14198879103666434,0.0,ml_pretrain,raw_proba
0.2,-0.03247099936902394,-0.15626365092462263,0.0,ml_pretrain,raw_proba
0.21000000000000002,-0.03639742768197087,-0.17089989967050395,0.0,ml_pretrain,raw_proba
0.22,-0.040028275692984706,-0.18591143684576678,0.0,ml_pretrain,raw_proba
0.23,-0.04371271111066286,-0.20131288407753,0.0,ml_pretrain,raw_proba
0.24000000000000002,-0.04732065079944926,-0.21711963255223438,0.0,ml_pretrain,raw_proba
0.25,-0.050665760649743555,-0.23334789431959746,0.0,ml_pretrain,raw_proba
0.26,-0.05401653655791403,-0.2500147577563488,0.0,ml_pretrain,raw_proba
0.27,-0.057327068341556854,-0.2671382475886276,0.0,ml_pretrain,raw_proba
0.28,-0.060539727224190674,-0.2847373899162474,0.0,ml_pretrain,raw_proba
0.29000000000000004,-0.06380678870094814,-0.3028322827319692,0.0,ml_pretrain,raw_proba
0.3,-0.06696389568786794,-0.32144417248528306,0.0,ml_pretrain,raw_proba
0.31,-0.07001006607311304,-0.34059553730391035,0.0,ml_pretrain,raw_proba
0.32,-0.07315725008636664,-0.36031017755837963,0.0,ml_pretrain,raw_proba
0.33,-0.0762640710923855,-0.3806133145368629,0.0,ml_pretrain,raw_proba
0.34,-0.0792679500925873,-0.4015316980904518,0.0,ml_pretrain,raw_proba
0.35000000000000003,-0.08179167335600865,-0.42309372421492025,0.0,ml_pretrain,raw_proba
0.36000000000000004,-0.08440336358782703,-0.4453295636557784,0.0,ml_pretrain,raw_proba
0.37,-0.0869233868699966,-0.46827130276142565,0.0,ml_pretrain,raw_proba
0.38,-0.08931176637288964,-0.491953097967255,0.0,ml_pretrain,raw_proba
0.39,-0.09165607746126422,-0.5164113454749151,0.0,ml_pretrain,raw_proba
0.4,-0.09417398760698284,-0.541684867899497,0.0,ml_pretrain,raw_proba
0.41000000000000003,-0.09628431600795344,-0.5678151198977935,0.0,ml_pretrain,raw_proba
0.42000000000000004,-0.09857620333162063,-0.5948464150684452,0.0,ml_pretrain,raw_proba
0.43,-0.10056089600305183,-0.6228261767363125,0.0,ml_pretrain,raw_proba
0.44,-0.1021862280805153,-0.6518052156066039,0.0,ml_pretrain,raw_proba
0.45,-0.10399015147838134,-0.681838037708542,0.0,ml_pretrain,raw_proba
0.46,-0.10523817998457612,-0.7129831865549966,0.0,ml_pretrain,raw_proba
0.47000000000000003,-0.1072910246630139,-0.7453036240371663,0.0,ml_pretrain,raw_proba
0.48000000000000004,-0.10858538151650807,-0.7788671552686504,0.0,ml_pretrain,raw_proba
0.49,-0.10939164580067814,-0.8137469034111727,0.0,ml_pretrain,raw_proba
0.5,-0.11075086152502062,-0.8500218414793963,0.0,ml_pretrain,raw_proba
0.01,0.06539951767345836,0.06564553460636555,0.0,ml_pretrain,calibrated_proba
0.02,0.056678490451658015,0.05611130536765499,0.0,ml_pretrain,calibrated_proba
0.03,0.0514480175292258,0.04638049408278545,0.0,ml_pretrain,calibrated_proba
0.04,0.04723058130692941,0.036446957562814464,0.0,ml_pretrain,calibrated_proba
0.05,0.04326043473484954,0.02630429395821251,0.0,ml_pretrain,calibrated_proba
0.060000000000000005,0.0410535131735618,0.015945829000321148,0.0,ml_pretrain,calibrated_proba
0.06999999999999999,0.03846521985784511,0.005364601355163326,0.0,ml_pretrain,calibrated_proba
0.08,0.0363328261608166,-0.005446652977932731,0.0,ml_pretrain,calibrated_proba
0.09,0.03470421729898505,-0.016495517296371554,0.0,ml_pretrain,calibrated_proba
