year,sde_actionable,sde_scored,sde_excluded,sde_tp,sde_fp,sde_precision,ml_actionable,ml_scored,ml_excluded,ml_tp,ml_fp,ml_precision,delta_precision_ml_minus_sde,delta_scored_ml_minus_sde,delta_actionable_ml_minus_sde,ml_vs_sde_scored_ratio,ml_vs_sde_actionable_ratio
2022,1398,155,1243,100,55,0.6451612903225806,,,,,,,,,,,
2023,1572,226,1346,163,63,0.7212389380530974,46.0,28.0,18.0,26.0,2.0,0.9285714285714286,0.20733249051833125,-198.0,-1526.0,0.12389380530973451,0.029262086513994912
2024,1647,299,1348,227,72,0.7591973244147158,88.0,65.0,23.0,62.0,3.0,0.9538461538461539,0.19464882943143813,-234.0,-1559.0,0.21739130434782608,0.05343047965998786
2025,1706,340,1366,259,81,0.7617647058823529,81.0,62.0,19.0,61.0,1.0,0.9838709677419355,0.2221062618595826,-278.0,-1625.0,0.18235294117647058,0.047479484173505275
