oof_rows,oof_positive_rows,oof_prevalence,raw_brier,calibrated_brier,brier_delta_cal_minus_raw,raw_ece,calibrated_ece,ece_delta_cal_minus_raw,raw_mce,calibrated_mce,mce_delta_cal_minus_raw,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,constrained_predicted_positive,constrained_threshold_mean,constrained_threshold_min,constrained_threshold_max,constrained_threshold_p10,constrained_threshold_p90,oof_mode_fallback_rows,oof_mode_fallback_rate,oof_mode_counts,winner_config_id,winner_mean_constrained_threshold,winner_mean_constrained_margin_to_floor,winner_mean_precision_floor_reachable_ratio,winner_precision_floor_reachable_folds,winner_fallback_folds,winner_total_folds,winner_fallback_rate,winner_mean_constrained_utility,winner_mean_brier,winner_calibration_mix,delta_positive_rate_constrained_minus_fixed_threshold_0.10,delta_precision_constrained_minus_fixed_threshold_0.10,delta_recall_constrained_minus_fixed_threshold_0.10,delta_positive_rate_constrained_minus_fixed_threshold_0.50,delta_precision_constrained_minus_fixed_threshold_0.50,delta_recall_constrained_minus_fixed_threshold_0.50
103015,7725,0.07498907926030189,0.1247599014642802,0.05578166112430131,-0.0689782403399789,0.1860259771204848,0.01997861936025619,-0.1660473577602286,0.5283904056477055,0.1283040792504614,-0.40008632639724406,0.002087074697859535,0.8744186046511628,0.024336569579288026,0.0473551637279597,215,0.8341831772072029,0.12,0.99,0.75,0.99,0,0.0,constrained_utility:103015,1.0,0.8339189189189188,0.3372943985496579,0.9264264264264264,74.0,0.0,74.0,0.0,14.16216216216216,0.054951084931138,isotonic:74,-0.11555598699218561,0.5200164262536053,-0.5316504854368932,-0.012027374654176576,0.14539522088224954,-0.11288025889967639
