policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,103015,215,188,27,95263,7537,0.002087074697859535,0.8744186046511628,0.024336569579288026,0.0473551637279597
fixed_threshold_0.10,0.1,103015,12119,4295,7824,87466,3430,0.11764306169004514,0.35440217839755755,0.5559870550161812,0.4328764362023786
fixed_threshold_0.50,0.5,103015,1454,1060,394,94896,6665,0.014114449352036111,0.7290233837689133,0.1372168284789644,0.23096197842902277
