rank,model_id,family,supports_tree_shap,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy,selected
1,rf_300_d12,RandomForestClassifier,1,0.8199935191186001,0.2385195339273475,0.14658803706823925,0.6397058823529411,0.7340054835493519,1
2,rf_100_d10,RandomForestClassifier,1,0.7621516526247569,0.20347259902333154,0.11935073201782304,0.6893382352941176,0.7274233549351944,0
3,extra_300_d12,ExtraTreesClassifier,1,0.7300307841866494,0.19221912495455096,0.11070780399274047,0.7288602941176471,0.7294725199401795,0
4,logreg_balanced,LogisticRegression+Imputer+Scaler,0,0.589152624756967,0.11853654297384202,0.06545733755638737,0.6268382352941176,0.6071267447657029,0
5,hgb_400_d8,HistGradientBoostingClassifier,0,0.955646467919637,0.024933214603739984,0.4,0.012867647058823529,0.5059889082751745,0
