statistic,heuristic_proxy_ms,ml_total_ms,ml_added_overhead_ms,ml_overhead_share
p50,0.05350499941414455,2.44850699982635,2.383377000114706,0.973400117003438
p95,0.07131604916139621,4.397807550049038,4.332643550151257,0.985182616757058
p99,0.0818235996666771,8.515349090466737,8.449464979548756,0.9922628995924851
mean,0.059857033233190846,2.7520403349108626,2.6876674579484567,0.9766090357958032
