dataset_csv,predictions_file,rows_used,decoded_unknown_prediction_rows,known_positive_rate,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy,selected_surrogate_id,selected_surrogate_family,surrogate_selection_reason,window_count_used,top_features,notes
data_lake/reports/no_source_year_percent_conservative_v1/moa_dataset_2022_2025_no_source_year_percent_conservative_v1.csv,data_lake/reports/no_source_year_percent_conservative_v1/moa_arf_predictions_2022_2025_no_source_year_percent_conservative_v1.pred,123437,699,0.0440548619943777,0.8199935191186001,0.2385195339273475,0.14658803706823925,0.6397058823529411,0.7340054835493519,rf_300_d12,RandomForestClassifier,selected top-ranked candidate by F1 (gain=0.035047 >= min_f1_gain=0.010000),12,race_progress_pct;trackTemp;tire_life_ratio;position;gap_to_physical_car;gapBehind;speedTrap;positions_lost;humidity;has_drop_zone_data,Permutation importance computed on selected surrogate predictions of MOA-decoded labels
