year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.4595220002083806,4.368000999238575,7.58927919971029
2023,693,693,0,100.0,2.444212999762385,4.2726580006274135,10.330344838512278
2024,808,808,0,100.0,2.444337499582616,4.4322211505459554,7.675002200776337
2025,974,974,0,100.0,2.448657000059029,4.37676464916876,8.607686200630267
