policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,123129,1893,290,1603,113275,7961,0.015374119825548815,0.1531959852086635,0.03514725487819658,0.05717665615141956
fixed_threshold_0.10,0.1,123129,13402,4434,8968,105910,3817,0.1088451948769177,0.3308461423668109,0.5373894073445643,0.4095506396342309
fixed_threshold_0.50,0.5,123129,1459,1060,399,114479,7191,0.011849361239025738,0.726525017135024,0.12846927645133924,0.21833161688980435
