model,race,year,actionable,scored,tp,fp,precision,coverage,race_index
SDE,2024 :: Singapore Grand Prix,2024,52,3,1,2,0.3333333333333333,0.057692307692307696,68
SDE,2024 :: Spanish Grand Prix,2024,92,16,10,6,0.625,0.17391304347826086,69
SDE,2024 :: São Paulo Grand Prix,2024,112,18,12,6,0.6666666666666666,0.16071428571428573,70
SDE,2024 :: United States Grand Prix,2024,70,11,8,3,0.7272727272727273,0.15714285714285714,71
SDE,2025 :: Abu Dhabi Grand Prix,2025,60,20,15,5,0.75,0.3333333333333333,72
SDE,2025 :: Australian Grand Prix,2025,103,10,9,1,0.9,0.0970873786407767,73
SDE,2025 :: Austrian Grand Prix,2025,60,17,13,4,0.7647058823529411,0.2833333333333333,74
SDE,2025 :: Azerbaijan Grand Prix,2025,117,15,12,3,0.8,0.1282051282051282,75
SDE,2025 :: Bahrain Grand Prix,2025,62,31,26,5,0.8387096774193549,0.5,76
SDE,2025 :: Belgian Grand Prix,2025,64,24,16,8,0.6666666666666666,0.375,77
SDE,2025 :: British Grand Prix,2025,2,0,0,0,,0.0,78
SDE,2025 :: Canadian Grand Prix,2025,65,10,9,1,0.9,0.15384615384615385,79
SDE,2025 :: Chinese Grand Prix,2025,73,7,5,2,0.7142857142857143,0.0958904109589041,80
SDE,2025 :: Dutch Grand Prix,2025,36,17,15,2,0.8823529411764706,0.4722222222222222,81
SDE,2025 :: Emilia Romagna Grand Prix,2025,147,20,15,5,0.75,0.1360544217687075,82
SDE,2025 :: French Grand Prix,2025,38,3,2,1,0.6666666666666666,0.07894736842105263,83
SDE,2025 :: Hungarian Grand Prix,2025,128,27,21,6,0.7777777777777778,0.2109375,84
SDE,2025 :: Italian Grand Prix,2025,48,14,12,2,0.8571428571428571,0.2916666666666667,85
SDE,2025 :: Japanese Grand Prix,2025,46,5,5,0,1.0,0.10869565217391304,86
SDE,2025 :: Las Vegas Grand Prix,2025,96,23,18,5,0.782608695652174,0.23958333333333334,87
SDE,2025 :: Mexico City Grand Prix,2025,61,10,7,3,0.7,0.16393442622950818,88
SDE,2025 :: Miami Grand Prix,2025,38,8,6,2,0.75,0.21052631578947367,89
SDE,2025 :: Monaco Grand Prix,2025,77,10,6,4,0.6,0.12987012987012986,90
SDE,2025 :: Qatar Grand Prix,2025,40,9,6,3,0.6666666666666666,0.225,91
SDE,2025 :: Saudi Arabian Grand Prix,2025,18,4,4,0,1.0,0.2222222222222222,92
SDE,2025 :: Singapore Grand Prix,2025,52,5,2,3,0.4,0.09615384615384616,93
SDE,2025 :: Spanish Grand Prix,2025,92,18,12,6,0.6666666666666666,0.1956521739130435,94
SDE,2025 :: São Paulo Grand Prix,2025,113,21,14,7,0.6666666666666666,0.18584070796460178,95
SDE,2025 :: United States Grand Prix,2025,70,12,9,3,0.75,0.17142857142857143,96
Batch ML,2023 :: Australian Grand Prix,2023,18,5,5,0,1.0,0.2777777777777778,1
Batch ML,2023 :: Austrian Grand Prix,2023,2,1,1,0,1.0,0.5,2
Batch ML,2023 :: Bahrain Grand Prix,2023,9,5,5,0,1.0,0.5555555555555556,3
Batch ML,2023 :: Belgian Grand Prix,2023,4,2,0,2,0.0,0.5,4
Batch ML,2023 :: British Grand Prix,2023,1,1,1,0,1.0,1.0,5
Batch ML,2023 :: Dutch Grand Prix,2023,2,2,2,0,1.0,1.0,6
Batch ML,2023 :: Emilia Romagna Grand Prix,2023,4,3,3,0,1.0,0.75,7
Batch ML,2023 :: French Grand Prix,2023,1,1,1,0,1.0,1.0,8
Batch ML,2023 :: Saudi Arabian Grand Prix,2023,34,15,13,2,0.8666666666666667,0.4411764705882353,9
Batch ML,2023 :: United States Grand Prix,2023,1,1,1,0,1.0,1.0,10
Batch ML,2024 :: Austrian Grand Prix,2024,30,24,22,2,0.9166666666666666,0.8,11
Batch ML,2024 :: Belgian Grand Prix,2024,6,5,4,1,0.8,0.8333333333333334,12
Batch ML,2024 :: British Grand Prix,2024,9,6,6,0,1.0,0.6666666666666666,13
Batch ML,2024 :: Dutch Grand Prix,2024,1,1,1,0,1.0,1.0,14
Batch ML,2024 :: Emilia Romagna Grand Prix,2024,2,2,2,0,1.0,1.0,15
Batch ML,2024 :: Italian Grand Prix,2024,2,1,1,0,1.0,0.5,16
Batch ML,2024 :: Saudi Arabian Grand Prix,2024,2,2,2,0,1.0,1.0,17
Batch ML,2024 :: Spanish Grand Prix,2024,9,6,6,0,1.0,0.6666666666666666,18
Batch ML,2024 :: United States Grand Prix,2024,13,7,7,0,1.0,0.5384615384615384,19
Batch ML,2025 :: Austrian Grand Prix,2025,8,4,4,0,1.0,0.5,20
Batch ML,2025 :: Bahrain Grand Prix,2025,52,39,38,1,0.9743589743589743,0.75,21
Batch ML,2025 :: Belgian Grand Prix,2025,11,6,6,0,1.0,0.5454545454545454,22
Batch ML,2025 :: British Grand Prix,2025,4,3,3,0,1.0,0.75,23
Batch ML,2025 :: Dutch Grand Prix,2025,14,10,10,0,1.0,0.7142857142857143,24
Batch ML,2025 :: Emilia Romagna Grand Prix,2025,1,1,1,0,1.0,1.0,25
Batch ML,2025 :: French Grand Prix,2025,2,2,2,0,1.0,1.0,26
Batch ML,2025 :: Las Vegas Grand Prix,2025,2,1,1,0,1.0,0.5,27
Batch ML,2025 :: Mexico City Grand Prix,2025,5,4,3,1,0.75,0.8,28
Batch ML,2025 :: Miami Grand Prix,2025,1,1,1,0,1.0,1.0,29
Batch ML,2025 :: Monaco Grand Prix,2025,1,1,1,0,1.0,1.0,30
Batch ML,2025 :: Singapore Grand Prix,2025,1,1,1,0,1.0,1.0,31
Batch ML,2025 :: Spanish Grand Prix,2025,1,1,1,0,1.0,1.0,32
Batch ML,2025 :: United States Grand Prix,2025,15,10,10,0,1.0,0.6666666666666666,33
MOA,2022 :: Abu Dhabi Grand Prix,2022,27,7,6,1,0.8571428571428571,0.25925925925925924,1
MOA,2022 :: Australian Grand Prix,2022,13,7,7,0,1.0,0.5384615384615384,2
MOA,2022 :: Austrian Grand Prix,2022,60,14,13,1,0.9285714285714286,0.23333333333333334,3
MOA,2022 :: Azerbaijan Grand Prix,2022,23,4,3,1,0.75,0.17391304347826086,4
MOA,2022 :: Bahrain Grand Prix,2022,149,19,17,2,0.8947368421052632,0.12751677852348994,5
MOA,2022 :: Belgian Grand Prix,2022,24,9,4,5,0.4444444444444444,0.375,6
MOA,2022 :: British Grand Prix,2022,50,5,3,2,0.6,0.1,7
MOA,2022 :: Canadian Grand Prix,2022,12,2,2,0,1.0,0.16666666666666666,8
MOA,2022 :: Dutch Grand Prix,2022,26,6,5,1,0.8333333333333334,0.23076923076923078,9
MOA,2022 :: Emilia Romagna Grand Prix,2022,16,8,8,0,1.0,0.5,10
MOA,2022 :: French Grand Prix,2022,4,3,3,0,1.0,0.75,11
MOA,2022 :: Hungarian Grand Prix,2022,14,6,5,1,0.8333333333333334,0.42857142857142855,12
MOA,2022 :: Italian Grand Prix,2022,48,8,8,0,1.0,0.16666666666666666,13
MOA,2022 :: Japanese Grand Prix,2022,5,1,1,0,1.0,0.2,14
MOA,2022 :: Mexico City Grand Prix,2022,31,1,1,0,1.0,0.03225806451612903,15
MOA,2022 :: Miami Grand Prix,2022,67,8,7,1,0.875,0.11940298507462686,16
MOA,2022 :: Monaco Grand Prix,2022,1,0,0,0,,0.0,17
MOA,2022 :: Saudi Arabian Grand Prix,2022,114,7,5,2,0.7142857142857143,0.06140350877192982,18
MOA,2022 :: Singapore Grand Prix,2022,41,1,0,1,0.0,0.024390243902439025,19
MOA,2022 :: Spanish Grand Prix,2022,35,10,9,1,0.9,0.2857142857142857,20
MOA,2022 :: São Paulo Grand Prix,2022,3,2,2,0,1.0,0.6666666666666666,21
MOA,2022 :: United States Grand Prix,2022,38,8,6,2,0.75,0.21052631578947367,22
MOA,2023 :: Abu Dhabi Grand Prix,2023,72,21,20,1,0.9523809523809523,0.2916666666666667,23
MOA,2023 :: Australian Grand Prix,2023,16,1,1,0,1.0,0.0625,24
MOA,2023 :: Austrian Grand Prix,2023,27,9,7,2,0.7777777777777778,0.3333333333333333,25
MOA,2023 :: Azerbaijan Grand Prix,2023,78,10,7,3,0.7,0.1282051282051282,26
MOA,2023 :: Bahrain Grand Prix,2023,56,24,19,5,0.7916666666666666,0.42857142857142855,27
MOA,2023 :: Belgian Grand Prix,2023,36,13,10,3,0.7692307692307693,0.3611111111111111,28
MOA,2023 :: British Grand Prix,2023,14,7,7,0,1.0,0.5,29
MOA,2023 :: Canadian Grand Prix,2023,19,2,2,0,1.0,0.10526315789473684,30
MOA,2023 :: Dutch Grand Prix,2023,17,9,8,1,0.8888888888888888,0.5294117647058824,31
MOA,2023 :: Emilia Romagna Grand Prix,2023,33,6,5,1,0.8333333333333334,0.18181818181818182,32
MOA,2023 :: French Grand Prix,2023,18,6,4,2,0.6666666666666666,0.3333333333333333,33
MOA,2023 :: Hungarian Grand Prix,2023,39,10,8,2,0.8,0.2564102564102564,34
MOA,2023 :: Italian Grand Prix,2023,84,14,12,2,0.8571428571428571,0.16666666666666666,35
MOA,2023 :: Japanese Grand Prix,2023,35,6,6,0,1.0,0.17142857142857143,36
MOA,2023 :: Las Vegas Grand Prix,2023,29,7,4,3,0.5714285714285714,0.2413793103448276,37
MOA,2023 :: Mexico City Grand Prix,2023,34,5,5,0,1.0,0.14705882352941177,38
MOA,2023 :: Miami Grand Prix,2023,26,9,9,0,1.0,0.34615384615384615,39
MOA,2023 :: Monaco Grand Prix,2023,22,2,2,0,1.0,0.09090909090909091,40
MOA,2023 :: Qatar Grand Prix,2023,12,1,1,0,1.0,0.08333333333333333,41
MOA,2023 :: Saudi Arabian Grand Prix,2023,17,5,3,2,0.6,0.29411764705882354,42
MOA,2023 :: Singapore Grand Prix,2023,33,5,3,2,0.6,0.15151515151515152,43
MOA,2023 :: Spanish Grand Prix,2023,53,13,13,0,1.0,0.24528301886792453,44
MOA,2023 :: São Paulo Grand Prix,2023,39,14,14,0,1.0,0.358974358974359,45
MOA,2023 :: United States Grand Prix,2023,72,22,20,2,0.9090909090909091,0.3055555555555556,46
MOA,2024 :: Abu Dhabi Grand Prix,2024,111,35,32,3,0.9142857142857143,0.3153153153153153,47
MOA,2024 :: Australian Grand Prix,2024,18,6,5,1,0.8333333333333334,0.3333333333333333,48
MOA,2024 :: Austrian Grand Prix,2024,68,23,21,2,0.9130434782608695,0.3382352941176471,49
MOA,2024 :: Azerbaijan Grand Prix,2024,105,15,13,2,0.8666666666666667,0.14285714285714285,50
MOA,2024 :: Bahrain Grand Prix,2024,162,68,59,9,0.8676470588235294,0.41975308641975306,51
MOA,2024 :: Belgian Grand Prix,2024,156,47,39,8,0.8297872340425532,0.30128205128205127,52
MOA,2024 :: British Grand Prix,2024,35,10,10,0,1.0,0.2857142857142857,53
MOA,2024 :: Canadian Grand Prix,2024,70,15,13,2,0.8666666666666667,0.21428571428571427,54
MOA,2024 :: Chinese Grand Prix,2024,17,1,1,0,1.0,0.058823529411764705,55
MOA,2024 :: Dutch Grand Prix,2024,97,28,26,2,0.9285714285714286,0.28865979381443296,56
MOA,2024 :: Emilia Romagna Grand Prix,2024,67,14,13,1,0.9285714285714286,0.208955223880597,57
MOA,2024 :: French Grand Prix,2024,12,1,1,0,1.0,0.08333333333333333,58
MOA,2024 :: Hungarian Grand Prix,2024,142,36,33,3,0.9166666666666666,0.2535211267605634,59
MOA,2024 :: Italian Grand Prix,2024,89,19,16,3,0.8421052631578947,0.21348314606741572,60
MOA,2024 :: Japanese Grand Prix,2024,83,22,20,2,0.9090909090909091,0.26506024096385544,61
MOA,2024 :: Las Vegas Grand Prix,2024,89,14,12,2,0.8571428571428571,0.15730337078651685,62
MOA,2024 :: Mexico City Grand Prix,2024,59,13,13,0,1.0,0.22033898305084745,63
MOA,2024 :: Miami Grand Prix,2024,68,14,14,0,1.0,0.20588235294117646,64
MOA,2024 :: Monaco Grand Prix,2024,24,5,5,0,1.0,0.20833333333333334,65
MOA,2024 :: Qatar Grand Prix,2024,60,17,11,6,0.6470588235294118,0.2833333333333333,66
MOA,2024 :: Saudi Arabian Grand Prix,2024,38,13,12,1,0.9230769230769231,0.34210526315789475,67
MOA,2024 :: Singapore Grand Prix,2024,61,7,6,1,0.8571428571428571,0.11475409836065574,68
MOA,2024 :: Spanish Grand Prix,2024,88,29,25,4,0.8620689655172413,0.32954545454545453,69
MOA,2024 :: São Paulo Grand Prix,2024,63,20,17,3,0.85,0.31746031746031744,70
MOA,2024 :: United States Grand Prix,2024,127,31,27,4,0.8709677419354839,0.2440944881889764,71
MOA,2025 :: Abu Dhabi Grand Prix,2025,101,38,33,5,0.868421052631579,0.37623762376237624,72
MOA,2025 :: Australian Grand Prix,2025,79,15,11,4,0.7333333333333333,0.189873417721519,73
MOA,2025 :: Austrian Grand Prix,2025,139,45,42,3,0.9333333333333333,0.3237410071942446,74
MOA,2025 :: Azerbaijan Grand Prix,2025,122,26,22,4,0.8461538461538461,0.21311475409836064,75
MOA,2025 :: Bahrain Grand Prix,2025,208,89,83,6,0.9325842696629213,0.42788461538461536,76
MOA,2025 :: Belgian Grand Prix,2025,106,39,31,8,0.7948717948717948,0.36792452830188677,77
MOA,2025 :: British Grand Prix,2025,57,15,14,1,0.9333333333333333,0.2631578947368421,78
MOA,2025 :: Canadian Grand Prix,2025,88,22,21,1,0.9545454545454546,0.25,79
MOA,2025 :: Chinese Grand Prix,2025,66,17,14,3,0.8235294117647058,0.25757575757575757,80
MOA,2025 :: Dutch Grand Prix,2025,165,45,40,5,0.8888888888888888,0.2727272727272727,81
MOA,2025 :: Emilia Romagna Grand Prix,2025,161,21,19,2,0.9047619047619048,0.13043478260869565,82
MOA,2025 :: French Grand Prix,2025,9,4,4,0,1.0,0.4444444444444444,83
MOA,2025 :: Hungarian Grand Prix,2025,220,46,39,7,0.8478260869565217,0.20909090909090908,84
MOA,2025 :: Italian Grand Prix,2025,102,24,23,1,0.9583333333333334,0.23529411764705882,85
MOA,2025 :: Japanese Grand Prix,2025,120,33,30,3,0.9090909090909091,0.275,86
MOA,2025 :: Las Vegas Grand Prix,2025,94,23,22,1,0.9565217391304348,0.24468085106382978,87
MOA,2025 :: Mexico City Grand Prix,2025,43,17,17,0,1.0,0.3953488372093023,88
MOA,2025 :: Miami Grand Prix,2025,107,23,19,4,0.8260869565217391,0.21495327102803738,89
MOA,2025 :: Monaco Grand Prix,2025,73,15,14,1,0.9333333333333333,0.2054794520547945,90
MOA,2025 :: Qatar Grand Prix,2025,59,15,15,0,1.0,0.2542372881355932,91
MOA,2025 :: Saudi Arabian Grand Prix,2025,75,23,20,3,0.8695652173913043,0.30666666666666664,92
MOA,2025 :: Singapore Grand Prix,2025,57,16,15,1,0.9375,0.2807017543859649,93
MOA,2025 :: Spanish Grand Prix,2025,137,41,38,3,0.926829268292683,0.29927007299270075,94
MOA,2025 :: São Paulo Grand Prix,2025,94,27,23,4,0.8518518518518519,0.2872340425531915,95
MOA,2025 :: United States Grand Prix,2025,87,48,45,3,0.9375,0.5517241379310345,96
