fold,rows,positive_rows,prevalence,mean_constrained_threshold,min_constrained_threshold,max_constrained_threshold,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,fallback_rows,calibrated_score_q90
1,1214,129,0.10626029654036244,0.66,0.66,0.66,0.007413509060955519,1.0,0.06976744186046512,0.13043478260869565,0,0.0275862068965517
2,957,60,0.06269592476489028,0.14999999999999994,0.15,0.15,0.035527690700104496,0.6470588235294118,0.36666666666666664,0.46808510638297873,0,0.050570621468926415
3,1206,27,0.022388059701492536,0.08999999999999997,0.09,0.09,0.014925373134328358,0.5,0.3333333333333333,0.4,1206,0.0338028169014084
4,1110,57,0.051351351351351354,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0252252252252252
5,1316,61,0.04635258358662614,0.2800000000000001,0.28,0.28,0.0,,0.0,,0,0.0657894736842105
6,1717,56,0.032615026208503206,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0384615384615384
7,1554,105,0.06756756756756757,0.99,0.99,0.99,0.0,,0.0,,0,0.0796252927400468
8,1487,69,0.04640215198386012,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0892448512585812
9,1583,111,0.07012002526847758,0.75,0.75,0.75,0.0012634238787113076,1.0,0.018018018018018018,0.035398230088495575,0,0.05500962805310598
10,1146,60,0.05235602094240838,0.99,0.99,0.99,0.0008726003490401396,1.0,0.016666666666666666,0.03278688524590164,0,0.1052631578947368
11,1553,101,0.06503541532517708,0.75,0.75,0.75,0.0,,0.0,,0,0.0392156862745098
12,938,83,0.08848614072494669,0.83,0.8300000000000001,0.8300000000000001,0.0042643923240938165,0.0,0.0,,0,0.0988700564971751
13,1596,110,0.06892230576441102,0.8499999999999996,0.85,0.85,0.0012531328320802004,1.0,0.01818181818181818,0.03571428571428572,0,0.0487238979118329
14,1168,72,0.06164383561643835,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0549450549450549
15,1231,44,0.03574329813160033,0.37000000000000005,0.37,0.37,0.0,,0.0,,0,0.037037037037037
16,934,38,0.04068522483940043,0.5,0.5,0.5,0.0,,0.0,,0,0.0327421555252387
17,944,26,0.02754237288135593,0.6599999999999999,0.66,0.66,0.0,,0.0,,0,0.025
18,1197,94,0.0785296574770259,0.9900000000000002,0.99,0.99,0.000835421888053467,1.0,0.010638297872340425,0.021052631578947368,0,0.1464646464646464
19,1579,66,0.04179860671310956,0.99,0.99,0.99,0.0,,0.0,,0,0.073170731707317
20,1456,78,0.05357142857142857,0.99,0.99,0.99,0.0,,0.0,,0,0.0407725321888412
21,1297,95,0.07324595219737856,0.99,0.99,0.99,0.0,,0.0,,0,0.0971039182282793
