year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.5544810014253017,4.436435401657941,14.962570338757356
2023,693,693,0,100.0,2.5685309992695693,5.092485000932355,14.202922760305329
2024,808,808,0,100.0,2.556611498221173,4.877158849740226,8.026478068604769
2025,974,974,0,100.0,2.583846000561607,4.606712999702721,8.848240130464532
