year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.551350997237023,4.533359701599692,17.701958340112466
2023,693,693,0,100.0,2.5888909985951614,4.3893129986827235,14.690622442140041
2024,808,808,0,100.0,2.5914314992405707,5.083967500468134,17.981178397276377
2025,974,974,0,100.0,2.5852759990812046,4.499368500728449,11.91814151963619
