window_id,start_idx,end_idx,rows,feature,importance_drop_f1,importance_std
w01,0,10282,10282,position,0.017850860427480752,0.005510313436461463
w01,0,10282,10282,tyreLife,-0.008717159182232703,0.002934111284434826
w01,0,10282,10282,trackTemp,0.023067037283264934,0.0014860130424231564
w01,0,10282,10282,airTemp,0.024160134795235287,0.004266163696562085
w01,0,10282,10282,humidity,0.02975113722924433,0.003569827844906002
w01,0,10282,10282,speedTrap,0.01652504760425485,0.002047406392603098
w01,0,10282,10282,gapAhead,0.012370177113897008,0.002716478815655985
w01,0,10282,10282,gapBehind,0.014829470680302437,0.002690866829625223
w01,0,10282,10282,lapTime,0.02217558815464321,0.0034956495367209177
w01,0,10282,10282,pitLoss,0.015314499693485018,0.0021813160609930843
w01,0,10282,10282,positions_lost,0.011964431846275547,0.0014841570333851738
w01,0,10282,10282,gap_to_physical_car,0.009498730940246858,0.00345428879422743
w01,0,10282,10282,has_drop_zone_data,0.0038741219706866616,0.0019066152097307139
w01,0,10282,10282,pace_drop_ratio,0.01000382162038782,0.0010640802148413782
w01,0,10282,10282,tire_life_ratio,0.017556827419325516,0.002436543043506022
w01,0,10282,10282,pace_trend,0.014557418505249154,0.002375322114770749
w01,0,10282,10282,gapAhead_trend,0.01094846239510735,0.0024936312821462023
w01,0,10282,10282,race_progress_pct,0.051228543353666355,0.01000984692658776
w01,0,10282,10282,lapTime_vs_driver_prev_mean_pct,0.016018589635133185,0.009970276950526281
w01,0,10282,10282,lapTime_vs_team_prev_lapbucket_mean_pct,-0.0015744754737287646,0.00247484772617888
w01,0,10282,10282,lapTime_vs_race_prev_lapbucket_mean_pct,0.024120352048648964,0.006999780802725201
w02,10282,20564,10282,position,0.010739188702408498,0.00686029915802033
w02,10282,20564,10282,tyreLife,-0.007090106682411401,0.006617200545411628
w02,10282,20564,10282,trackTemp,0.030176338389629805,0.006636225573213742
w02,10282,20564,10282,airTemp,0.009040763867413737,0.0016516565935815624
w02,10282,20564,10282,humidity,0.04075466689599127,0.003329451114375695
w02,10282,20564,10282,speedTrap,0.021372993719502985,0.0025051785599346805
w02,10282,20564,10282,gapAhead,0.0008240666490559768,0.0019523762726519488
w02,10282,20564,10282,gapBehind,-0.005173309188135622,0.006341986893725759
w02,10282,20564,10282,lapTime,0.058246031285523005,0.0036113862812976825
w02,10282,20564,10282,pitLoss,0.012436843947863218,0.0013116042064727292
w02,10282,20564,10282,positions_lost,-0.003266480624190271,0.0030248539539421276
w02,10282,20564,10282,gap_to_physical_car,-0.00405653621074048,0.0029858137435749177
w02,10282,20564,10282,has_drop_zone_data,-0.0021676082337938494,0.001966968126010616
w02,10282,20564,10282,pace_drop_ratio,0.004955828578067878,0.0031673967646856714
w02,10282,20564,10282,tire_life_ratio,0.029803551622982836,0.007193563432863811
w02,10282,20564,10282,pace_trend,0.002309798636832583,0.0016196743230595077
w02,10282,20564,10282,gapAhead_trend,0.007180020221362493,0.0017289922876584454
w02,10282,20564,10282,race_progress_pct,0.042734047740509394,0.00850117691318047
w02,10282,20564,10282,lapTime_vs_driver_prev_mean_pct,-0.0007270032247218783,0.004481560704785514
w02,10282,20564,10282,lapTime_vs_team_prev_lapbucket_mean_pct,0.0004638424194929547,0.005947423916385877
w02,10282,20564,10282,lapTime_vs_race_prev_lapbucket_mean_pct,0.011390324582757882,0.004504366066383597
w03,20564,30846,10282,position,0.00563082151039399,0.002087567359214379
w03,20564,30846,10282,tyreLife,-0.0105507503424986,0.007835616728457735
w03,20564,30846,10282,trackTemp,-0.0020484562112030647,0.0020114272710268933
w03,20564,30846,10282,airTemp,-0.008969887434604733,0.0015184476309350514
